pubchem	clname	auc
2794	NCIH838	0.993197668
4781	A673	1.814022307
10302451	CAKI1	0.67152391
253602	HCT15	0.583799838
26533	CL34	2.061996334
25257557	SNGM	0.798330785
11754511	HUH7	0.830223527
6445533	SF295	0.678830629
3385203	CAKI1	1.019443157
54477	LOVO	1.396675331
2375	PC3	1.167598997
32798	EBC1	1.655055981
133076	AGS	1.17197765
2753	AGS	0.982185379
3854666	CORL23	0.841387462
42642645	NCIH28	0.884859366
11978790	A549	0.419670367
107751	SNU449	1.412043124
6364620	LN229	0.494249551
6918736	NCIH28	1.0
25262965	HCT15	0.559849242
60953	CORL23	0.929394074
67361	MCF7	0.901904651
5702164	RVH421	0.715168151
30323	YAPC	0.831575119
24180719	RMGI	0.901660454
5330790	SJSA1	0.886387265
6473881	PANC0203	0.873744312
42611257	HCT116	1.136857127
1986	SJSA1	1.214980336
5362	RVH421	1.320189754
3825	SW1990	1.195124792
481747	NCIH2347	0.856320901
176408	NCIH2228	1.203865466
47641	NCIH28	1.124413584
441383	SF126	0.832166825
9830392	NCIH2347	0.718728809
3151	SW1990	0.879007544
443943	TE10	1.459467625
448042	A549	0.863613243
3854666	TE8	1.490924455
25262965	HCC15	0.592973639
6918837	EBC1	0.595471695
5870	SKUT1	1.2160872
5702106	CL34	1.517337501
11978790	OV7	0.462379353
3971	NCIH28	1.374666429
6604918	SNGM	1.226198803
2049	SJSA1	0.994819481
5531	NCIH2347	0.952849473
11676786	NCIH838	1.0
44462760	EBC1	0.779307001
25126798	SJSA1	1.0
2585	SKUT1	0.842200726
11977753	ECGI10	0.904028073
6604471	EBC1	0.770651546
151289	OVTOKO	0.874411614
6419753	HCT116	1.068947985
44369694	HT1080	0.844775255
443943	SNU61	1.524708162
21704	NCIH2228	0.953341179
44139710	NCIH1915	0.858974667
107967	ECGI10	1.220927889
5362422	LN229	0.918738763
11382492	LOVO	0.844157303
938	RKO	1.238375341
126769	LOVO	0.817672363
107751	SKUT1	0.941843338
6857	PANC0203	1.196872618
5702051	PANC0203	1.273951752
51358113	HPAC	0.602957688
11754511	SNU61	0.957119933
5319	CL34	0.994854748
5328771	NCIH2087	1.017306194
73707512	HCT116	0.792723714
253602	TE6	0.610656754
107751	HOS	1.430713394
9826308	LOVO	0.716121328
2585	HCT116	0.939621217
3387354	CORL23	0.745652244
21704	CORL23	0.911501258
493570	SW948	1.63222202
4078	PC3	1.33413181
72344	OVTOKO	1.317787553
11715767	NCIH2228	0.97894924
10074640	SW1990	1.245620256
16720766	YAPC	0.920137755
24360	RMGI	0.516744651
11712649	OVTOKO	0.738831515
5319	LOVO	0.905059042
64981	HCT116	0.84334627
409805	YAPC	1.022696565
16490	RMGI	0.894847603
4369270	CORL23	0.719500548
2471	JHH4	1.142495237
5702172	HOS	0.906232548
2206	SW620	1.270665106
2478	A673	1.032238103
441328	OV7	1.000003236
26937	OSRC2	0.907682413
2577	NCIH596	1.0
17755052	MCF7	0.69899969
64971	TE10	1.037297211
24771867	HCC15	0.659814278
374536	YAPC	0.890184681
1400	NCIH2228	0.956908476
9915886	NCIH2347	1.179529856
9874913	CORL23	0.885742509
5702106	YAPC	0.964653263
10427712	SW1990	1.045987119
24826799	RMGI	0.904768971
10074640	TE8	1.416587029
9826308	LN229	1.137169455
133076	COLO668	1.225356084
3397	YAPC	1.120544931
285033	EBC1	0.658205305
119565	SW948	1.525684199
16720766	MDAMB175VII	0.918826938
51358113	LN229	0.703631027
126769	CL34	0.900648173
216326	HOS	0.918430277
5328940	YAPC	0.890263078
448799	NCIH1915	0.367476147
3331	HCC15	1.163878533
4539	NCIH1915	0.864835901
47641	HOS	0.958598278
4261	SF126	0.746705126
9914412	MSTO211H	0.74692165
11626560	NCIH2087	1.0
2478	SW620	0.887730868
121926	NCIH2087	0.902473219
16720766	RVH421	0.891059271
2812	SNU449	1.195732208
285033	HPAC	1.0
2993	MDAMB175VII	1.224393595
5723	EBC1	0.758596161
3339	SNU61	1.444411529
11647372	NCIH2347	0.685673744
11713159	RCC10RGB	0.879716866
3397	RCC10RGB	1.263317082
5329480	NCIH28	0.914162624
5329098	COLO668	0.759180102
3921152	HCT116	0.616478668
71271629	SNU61	0.828794507
5546	SF295	1.140197384
30323	SW1990	0.825971451
448799	MDAMB175VII	0.693632177
3676	NCIH1915	1.32357184
25227462	SNU449	0.712083503
6741	YAPC	1.005089079
2585	HUH7	0.812369575
444031	NCIH596	0.906200609
5702031	NCIH2087	1.347807588
2541	SNU449	1.337221502
9549284	SKUT1	0.892670445
60795	SW948	0.961487766
2125	NCIH2228	0.958048893
17756796	LN229	1.324525457
4996	HCC15	0.829605544
5546	CAKI1	1.067595365
3062316	RKO	1.0
10126189	HUH7	0.462800548
23725625	NCIH1651	0.664748381
16007391	AGS	0.615056993
16747683	A375	0.808356753
6473883	TE8	1.702635732
67361	MSTO211H	0.914579182
5719	U2OS	1.191968834
444732	U2OS	0.535122566
6399253	EBC1	1.424233499
25062766	HPAC	0.96435391
387447	JHH4	0.758900406
123631	SW1990	0.992146874
6445562	AGS	0.843682823
60854	NCIH1651	0.969406909
3339	SNUC5	1.576818782
6436	MDAMB175VII	0.894872082
46244454	SF126	0.844283569
9888590	SH4	0.821424325
5362	EBC1	0.936585213
6918540	AGS	1.314628545
6918638	OSRC2	0.828099633
176408	A375	1.403637152
71271629	A375	0.846420088
32798	U2OS	1.000010171
26596	RKN	0.628277022
3385203	OSRC2	1.105061213
4107	RVH421	1.079059346
4410	MCF7	0.972546242
4631	HCT116	0.906173952
300471	PC3	0.460719495
5702051	HT1080	1.29932586
5287969	CORL105	0.962077073
2993	NCIH2228	0.814136166
44187362	NCIH838	0.977459535
5310993	OSRC2	0.912572731
50287	TE10	0.948059392
9803963	SNGM	1.08334892
5702048	HPAC	0.588299324
3971	NCIH2087	1.488316891
72385	JHH4	0.776485063
7638	NCIH1915	1.090852314
10367662	COLO668	1.3539451
4062	HPAC	1.27011075
5354004	TE8	1.559140499
4369270	A673	0.774725017
40634	CORL23	1.207951024
16722836	SW948	0.864479328
1548955	COLO668	0.954912072
11707110	MSTO211H	0.448969289
9911463	CORL23	1.159926162
6166	NCIH1651	1.639562018
25150857	A673	0.851057457
5070	NCIH2228	1.369170102
2780	CORL105	0.915904598
1548955	HPAC	0.892866616
2585	CORL23	0.889248767
3033769	NCIH2228	1.40568535
9926999	SNGM	1.229107813
481747	MDAMB175VII	0.983397791
2247	NCIH2228	1.139767325
34312	A375	1.33237407
5280805	SNUC5	0.823597245
3921152	SKUT1	0.56907591
2125	RKN	0.933728072
667594	SNGM	1.673092873
3385	NCIH2087	0.752608486
2794	MDAMB175VII	1.023245021
11754511	MSTO211H	0.677609157
71271629	HCT116	0.841720234
24964624	SJSA1	0.790641383
4060	LOVO	1.677127924
5702048	SNUC5	0.673303501
702558	NCIH2228	1.461358638
156414	NCIH1915	1.0
44483355	SW1990	0.905759661
2708	HCT15	0.956816124
2747117	SNGM	1.133642122
9949641	SNU61	0.414446997
128563	RMGI	1.331608712
5702042	SKUT1	0.627709566
3854666	HCT15	0.848689933
9804992	OSRC2	0.751501411
25062766	MCF7	0.926182083
9840324	NCIH2228	1.21841885
107950	AGS	0.986326666
23725625	RKN	1.142372147
35802	NCIH2228	0.757744979
9444	SW1990	1.0
156414	OSRC2	1.0
37463	A673	1.626606379
41781	CORL23	1.066688444
300471	HCT116	0.643156254
3994	SKUT1	0.709486641
9903786	LOVO	0.883058659
6710614	MCF7	1.136887819
10745	HOS	0.852325275
5531	NCIH1915	0.93297452
11485656	SKUT1	0.86102643
10461815	MDAMB231	0.813427054
4684	YAPC	1.139459624
9829523	SF295	0.514856604
50287	HOS	0.947369791
9549213	NCIH2347	0.710555845
3387354	JHH4	1.308190468
443943	HCT116	1.21720112
4996	NCIH1651	1.154394682
17756796	CAKI1	0.907394252
3035714	CORL105	0.591189665
2913	YAPC	1.133657379
72172	NCIH1915	1.222230428
8362	HPAC	1.619505114
447905	RKO	1.322720288
11754511	RMGI	0.821018271
24180719	JHH4	0.873739628
5893	CORL105	1.051685086
2049	SNU449	0.820966666
5494449	RCC10RGB	1.0
4477	SW620	0.903975426
21700	HCC15	0.998071376
33613	SNU61	1.215886071
2391	RMGI	1.140997504
6256	OSRC2	0.683566001
2153	RMGI	0.899967834
5870	A375	1.208255578
9967941	NCIH28	1.271432297
2747117	MDAMB231	0.949936235
4431	PANC0203	1.109710989
11442891	CL34	0.292450937
2747117	RMGI	0.809850923
5311340	HCT15	0.871472242
56971	A375	1.160957944
33630	A549	0.806824718
6419753	RKO	1.612317589
2746	PC3	0.984535164
11338033	NCIH1915	0.766538477
6442177	A549	0.823302243
5281718	LN229	0.988173152
10126189	HCT116	0.131892389
37463	NCIH2087	1.287351229
71271629	NCIH838	0.874383002
448042	SH4	0.879486495
644241	SJSA1	0.90541829
3948	NCIH2347	0.860405567
4713	TE6	1.014121961
5282493	NCIH2087	0.869156956
44483355	SNUC5	1.292144674
32798	ECGI10	0.75195577
4847	EFO27	0.94035257
2082	U2OS	0.762074008
26596	LN229	0.832258085
23725625	OVTOKO	1.0
2585	SNU449	0.930756036
11382492	TE10	0.873170783
6918454	A549	0.766903116
10127622	SH4	0.602655558
15547703	RKO	0.587901561
3854666	A549	0.891785646
451668	SNUC5	1.0
5327	A375	1.261862962
5281787	CORL105	1.212010526
12035	EBC1	1.421765383
1697	CL34	0.980399492
9799509	TE6	0.730985084
441328	SW948	1.203440237
4781	NCIH1651	1.115736005
6851740	TE8	0.856415397
1547484	RMGI	1.422213329
163844	HUH7	1.519772167
2577	HT1080	0.942251869
6918454	RKN	1.34824587
4996	SW620	0.886901724
71271629	MDAMB231	0.904932882
5310993	CORL105	1.064254063
4076092	RCC10RGB	0.968958497
25183872	SNUC5	0.788984935
5311	TE10	0.97089984
196841	NCIH838	1.077528078
208908	MSTO211H	0.8270165
11442891	LN229	0.681099465
163844	SKUT1	0.961632627
5614	LN229	0.860393881
4055	NCIH1651	0.935433338
67361	HOS	0.867289833
5702095	HCC15	0.911079295
446541	NCIH1651	0.807624796
11713159	PANC0203	0.852915479
2747117	HUH7	0.759658418
2993	AGS	0.865780016
300471	A673	0.339636968
135411	OSRC2	0.727154626
21700	A673	0.904006648
13109	NCIH1651	0.821905239
44369694	YAPC	0.823063844
3385	SJSA1	1.144925908
25150857	MDAMB175VII	0.946931806
56971	RMGI	0.984164763
5280805	JHH4	0.917600674
10427712	NCIH2087	1.11264278
1549000	A673	0.930068088
4996	SNGM	0.992727379
9927531	U2OS	1.373769342
9444	A375	0.905566535
24901704	PC3	0.89054229
55245	YAPC	0.938843177
25062766	RKN	1.300875018
2541	CORL105	1.09466371
1548955	SW948	0.838692883
107967	TE6	1.273971521
2315	RKO	2.240266707
3101	TE8	0.698618961
5281787	TE6	1.501734517
24995524	SW948	0.425993432
64981	SKUT1	0.880526797
4078	NCIH2087	1.466344611
9868037	HT1080	0.824896022
64971	CORL105	1.185086194
4062	HOS	1.292471399
393595	SH4	0.92713441
444732	RCC10RGB	0.565053314
5284373	CL34	1.106621453
12035	NCIH1915	1.100447567
1697	HCT15	0.845489116
47528	AGS	1.094486258
24856436	RMGI	0.656155739
11228183	SNU449	1.125205272
11507802	SKUT1	0.826859683
2051	RMGI	0.66530694
2125	OVTOKO	1.225537499
11640390	SNUC5	0.992297656
6710614	SW948	1.040399925
3033769	NCIH2087	1.247191077
6436	LOVO	0.720653903
9811606	TE6	1.262149888
47641	NCIH2087	1.40213325
6918454	NCIH2228	0.970109964
10291556	MDAMB231	1.504362686
4410	COLO668	0.934084485
4847	SNU449	0.664894311
2812	MDAMB231	1.101637322
208908	SKUT1	1.0
5329099	HUH7	1.690167117
6604918	NCIH596	0.995732198
5702172	RMGI	0.895996436
11364421	RVH421	0.564331132
4622	CORL105	0.846137258
46740	SNUC5	1.673598145
4993	CORL23	1.120032668
121926	LOVO	0.743977813
122077	OVTOKO	1.195364324
442872	CORL23	1.409000665
9915886	LOVO	1.442532938
5354004	RKN	0.972454317
5702172	SNU61	0.938187708
10074640	NCIH838	0.860084269
9953769	NCIH2087	0.781507481
4849	OSRC2	1.227125455
44462760	NCIH2087	0.851583284
5719	CORL105	0.869864494
2478	RMGI	0.831360159
122077	A549	1.448211774
3718	SW948	0.807483009
9549213	RMGI	0.715062576
4431	EBC1	1.241656645
11656518	TE6	0.806002621
24901704	SW948	1.114801734
5328940	NCIH2087	0.806273615
25062766	LOVO	1.0
9915886	EBC1	0.94916812
42642645	HCC15	0.967455532
2337	TE10	1.059087656
5081913	MDAMB231	0.774091908
156414	RKN	0.790800252
2993	A375	0.859949933
10410894	JHH4	0.97542403
176408	RMGI	0.880031807
159324	SKUT1	0.61028895
4261	LOVO	0.843052509
656765	RMGI	1.275255259
5329099	A673	1.31308502
132519	EBC1	1.145371172
698112	U2OS	1.154460439
25181195	AGS	0.910496503
285033	CAKI1	0.745540352
4849	LOVO	0.967522969
104956	TE8	0.834386178
60464	SH4	0.890668158
6708465	HCT116	0.840693244
11442891	RKO	0.441294419
2585	HPAC	1.330956281
441328	SH4	1.409163849
15951529	RVH421	1.531169494
2482	SJSA1	1.150912729
47936	NCIH2087	0.949782567
2746	SJSA1	0.975544595
9933475	RCC10RGB	0.770254959
6473883	PANC0203	1.312239174
44219749	RVH421	0.906469899
44219749	NCIH838	0.881981808
5702106	SF295	2.055715067
72344	HT1080	0.778094756
9915743	PC3	0.908777088
67361	ECGI10	1.0
5311	SF295	0.984396503
5534	RVH421	0.783174149
16747683	RKN	0.872945416
64981	U2OS	0.95007562
5281718	NCIH596	0.872661264
451668	EFO27	0.953330837
6918736	MDAMB231	0.840502472
817368	NCIH2087	1.001882479
16666708	SW948	0.277200865
5070	PC3	0.918493287
253602	TE8	0.70289513
1549000	MSTO211H	0.829955449
2796	RVH421	1.265120775
4539	AGS	0.999284132
37542	HUH7	1.577040307
3331	LOVO	1.15525735
456201	HCT15	1.050205637
656765	EBC1	0.771078876
2708	PANC0203	0.874664351
44607530	NCIH1915	1.087572775
60854	SNU61	0.921751127
2930014	SF126	0.478632234
6918736	SKUT1	0.514924623
11485656	COLO668	1.0
5329480	HCT15	0.883655213
9884685	SNGM	0.878417011
11647372	SW1990	0.87998506
31307	SF126	0.992316038
53232	NCIH2087	1.32887534
300471	NCIH1915	0.718499108
6473883	NCIH1915	1.484069913
24180719	CAKI1	0.973954212
15983966	MDAMB175VII	1.603077895
11977753	HCC15	0.659285144
1645	RKO	1.0
393595	LOVO	1.249634949
71329	U2OS	1.223213823
2690	LN229	1.114265076
5702058	MCF7	0.808498321
4878	MDAMB231	0.87073827
67361	SW620	0.880485085
10040286	SJSA1	0.987959816
5702094	HCC15	1.090461848
72385	TE8	1.503106014
3334	A673	0.540241555
447905	SNUC5	1.580291122
9549213	SNU449	0.816847668
128563	TE10	1.081627717
4684	NCIH1651	1.15819929
24785538	NCIH28	0.745683552
2247	PANC0203	1.128723122
44369694	OVTOKO	0.844550804
24771867	HOS	0.729587898
3033637	SW620	1.110091943
10410894	HCT116	0.925436414
6093	RKO	1.596598822
9549213	SNU61	0.681948132
3948	OSRC2	0.883564655
5702106	HCT15	0.954969728
6256	SJSA1	0.755462991
46943432	RKO	1.0
2482	RMGI	0.883047177
9956637	HCT15	0.878042644
4849	MDAMB175VII	1.000000681
33630	OV7	0.839863445
2753	A673	0.881861671
132519	HPAC	1.367513094
6604918	U2OS	1.053640085
51358113	CL34	0.712401587
11455910	TE6	0.697623195
25260757	EFO27	0.665501396
4878	SW948	0.872257077
9840076	HCC15	0.984835115
72385	TE6	1.326136005
1548943	RMGI	0.776035971
5281670	HPAC	1.776944408
7638	EFO27	1.606996804
107751	LN229	1.336080866
2812	A673	1.261908
481747	SKUT1	0.81820922
15951529	A549	1.168235789
9884685	RCC10RGB	0.91043082
72344	TE6	0.886119935
3025986	HCC15	0.537714797
71271629	YAPC	0.987855431
9903786	HCT116	0.905891883
9933475	EBC1	0.817884058
15478	A375	0.92869679
2993	RMGI	0.830530569
47936	OVTOKO	0.828926716
9903786	COLO668	0.936754854
6450551	OSRC2	1.0
9840076	SW620	0.979004717
445643	HOS	0.906590541
5311	SW620	0.850602019
60854	RKO	1.698508676
154417	COLO668	0.923378564
4261	SNUC5	1.280624837
5702106	HT1080	1.942217181
123692	RCC10RGB	1.251102292
3825	NCIH838	0.960329159
6230	CAKI1	1.165641865
73707512	NCIH1651	0.890159941
6918837	JHH4	0.59663716
42642645	NCIH1915	1.0
49836027	EBC1	0.690212668
285033	SJSA1	0.670849506
5083	TE10	0.820645976
4174	EFO27	1.075321265
5362422	NCIH838	0.993309992
32798	EFO27	0.874297362
5283454	NCIH2228	0.92076623
5287969	YAPC	0.855211165
3324	CAKI1	1.176163779
26937	MDAMB231	1.14029129
3397	NCIH2347	1.318832316
49836027	NCIH2087	0.698806802
21704	OVTOKO	1.105067083
2733526	NCIH2087	1.225266549
6918837	SJSA1	0.785374947
5870	CL34	1.212271027
31307	NCIH2228	1.451732607
108143	SW948	0.96232339
285033	CL34	0.762553312
73707512	TE10	1.139387607
159324	U2OS	0.669094878
3035714	RVH421	0.437919416
2796	SNUC5	0.996182358
9826528	RVH421	0.384442192
2747117	NCIH28	0.940367292
2763	COLO668	1.355501348
441383	A375	1.288363488
2746	OVTOKO	0.972141961
4761	CL34	0.781485717
37463	NCIH2228	1.120784248
4781	MCF7	0.892581626
9949641	CORL23	0.502224999
2541	HCT15	1.638310359
25257557	COLO668	0.806563977
5281787	HCT15	1.597362336
3598	A375	0.925015204
2993	CAKI1	1.387776346
5327723	MCF7	0.794785718
6708465	RKO	0.763734439
72344	NCIH2347	0.860144803
2993	CORL23	0.875271976
107967	NCIH838	1.24197349
126769	HT1080	0.86271918
5478883	ECGI10	0.895047306
72385	A549	1.178764872
9444	EFO27	1.0
2756	NCIH2228	1.101484433
16490	MSTO211H	0.551579524
456201	NCIH1651	0.890850518
10427712	SF126	0.797969997
4996	HT1080	0.913480877
41781	HUH7	1.678284433
11364421	RMGI	0.765122119
16736529	A375	0.722649983
4878	SF126	0.792470272
197033	MCF7	0.936184907
6857	MSTO211H	0.972850429
2724387	MDAMB175VII	1.021818708
4369491	JHH4	0.917767207
2796	SNU61	0.951653419
16747683	EBC1	0.813381764
60198	CAKI1	1.262659408
11175137	NCIH838	0.960931547
5702003	RCC10RGB	0.733253356
409805	NCIH838	1.030847617
5288674	EFO27	0.839212137
6093	RMGI	1.355863398
10461815	SNGM	0.746741321
156414	MCF7	1.0
10127622	RCC10RGB	0.951814314
119565	RMGI	1.138303977
10367662	SW620	0.965494982
11713159	AGS	0.807777416
5288209	SNGM	1.181817944
2812	EFO27	1.069149369
40839	ECGI10	0.515675466
11338033	RVH421	0.778559478
49855250	NCIH2087	0.346520342
1697	NCIH1915	0.782664046
44137675	PC3	0.752422715
4173	RKO	1.609345464
9826308	CORL105	0.800878547
115210	SNU61	0.800004466
