pubchem	clname	auc
25154867	SH4	1.474489845
25154867	NCIH28	1.353257652
25154867	MCF7	1.265140527
25154867	MDAMB175VII	1.114845836
25154867	NCIH1915	1.284030269
25154867	NCIH2228	1.428231839
25154867	RKO	1.250494378
25154867	AGS	1.233329611
25154867	SF295	1.554083091
25154867	SW620	1.276697558
25154867	YAPC	1.22611046
25154867	SKUT1	1.271869365
25154867	A375	1.273626897
25154867	HT1080	1.529556947
25154867	SJSA1	1.465578661
25154867	EFO27	1.526467973
25154867	COLO668	1.711741121
25154867	RMGI	1.242439752
25154867	CAKI1	1.421213536
25154867	OV7	1.709261979
25154867	OVTOKO	1.419685598
25154867	MSTO211H	0.928772506
25154867	PC3	1.217842718
25154867	RVH421	1.37728429
25154867	SW1990	1.239099648
25154867	TE6	0.929331449
25154867	PANC0203	1.444107182
25154867	CL34	0.848241444
25154867	NCIH2087	1.351684578
25154867	LOVO	1.120575837
25154867	HPAC	1.268679554
25154867	HUH7	2.044128115
25154867	HCT116	1.169661706
25154867	HCT15	1.302844784
25154867	TE8	1.376984378
25154867	SNUC5	1.492446416
25154867	NCIH1651	1.351316925
25154867	RKN	1.440302535
25154867	LN229	1.354476574
25154867	NCIH838	0.934623789
25154867	A549	1.257006502
25154867	CORL23	1.584496861
25154867	CORL105	1.422546391
25154867	MDAMB231	1.412057045
25154867	HOS	1.217248974
25154867	SNU449	0.970399612
25154867	EBC1	1.369428922
25154867	RCC10RGB	1.363832874
25154867	NCIH2347	1.389574422
3371	SF126	1.368049186
3371	ECGI10	1.149674935
3371	HCC15	1.029397564
3371	U2OS	1.418278325
3371	SH4	1.281514968
3371	NCIH28	1.126685994
3371	MCF7	0.962501892
3371	MDAMB175VII	1.155456134
3371	TE10	1.183068814
3371	NCIH1915	1.273836971
3371	NCIH2228	1.1637305
3371	RKO	1.419214753
3371	AGS	1.227593614
3371	SF295	1.229201045
3371	SW620	1.294884039
3371	SKUT1	1.221848566
3371	A375	1.159091416
3371	HT1080	1.237755712
3371	SJSA1	1.381784627
3371	EFO27	1.453448332
3371	COLO668	1.628506324
3371	RMGI	1.404122339
3371	CAKI1	1.200608543
3371	OV7	1.432607757
3371	OVTOKO	0.973860784
3371	MSTO211H	1.307588745
3371	PC3	1.082154076
3371	RVH421	1.26739842
3371	TE6	1.216141031
3371	NCIH2087	1.331359314
3371	LOVO	1.220231171
3371	HUH7	1.005172227
3371	HCT116	1.090528525
3371	HCT15	1.190370591
3371	SNUC5	1.323249111
3371	NCIH1651	1.030321733
3371	RKN	1.39508866
3371	LN229	1.418106404
3371	A673	1.385174622
3371	NCIH838	0.8811881
3371	A549	1.182002758
3371	CORL105	1.330719562
3371	MDAMB231	1.271036148
3371	HOS	0.972467184
3371	SNU449	1.127144023
3371	EBC1	1.37235757
3371	RCC10RGB	1.199146192
3371	NCIH2347	1.441149821
5702164	SF126	0.71380794
5702164	SNGM	0.695753412
5702164	ECGI10	0.675084692
5702164	HCC15	0.692231546
5702164	U2OS	0.799721057
5702164	SH4	0.761324962
5702164	NCIH28	0.731045807
5702164	MCF7	0.69122261
5702164	MDAMB175VII	0.7274891
5702164	OSRC2	0.845925553
5702164	TE10	0.787384119
5702164	NCIH1915	0.687103842
5702164	NCIH2228	0.769017816
5702164	RKO	0.677452304
5702164	AGS	0.6853267
5702164	SF295	0.865061583
5702164	SW620	0.71313529
5702164	YAPC	0.751012859
5702164	SKUT1	0.68330911
5702164	A375	0.723402536
5702164	HT1080	0.744802735
5702164	SJSA1	0.827562334
5702164	EFO27	0.748684073
5702164	SNU61	0.71963963
5702164	COLO668	1.435057951
5702164	RMGI	0.811138769
5702164	CAKI1	0.826092864
5702164	OV7	0.787752348
5702164	OVTOKO	0.888910171
5702164	MSTO211H	0.597366472
5702164	PC3	0.708077496
5702164	RVH421	0.715168151
5702164	SW1990	0.744505052
5702164	TE6	0.70613908
5702164	PANC0203	0.762656803
5702164	CL34	0.688517468
5702164	NCIH2087	0.620177044
5702164	LOVO	0.784661692
5702164	HPAC	0.749150633
5702164	HUH7	1.634370207
5702164	HCT116	0.698756985
5702164	HCT15	0.884416478
5702164	TE8	0.711086895
5702164	SNUC5	0.72721204
5702164	NCIH1651	0.888662647
5702164	RKN	0.680524029
5702164	LN229	0.839635357
5702164	A673	0.620580165
5702164	NCIH838	0.658177962
5702164	A549	0.832205441
5702164	SW948	0.739423398
5702164	CORL23	0.724998908
5702164	CORL105	0.870215976
5702164	MDAMB231	0.693331931
5702164	HOS	0.658159764
5702164	SNU449	0.828398748
5702164	EBC1	0.675589016
5702164	RCC10RGB	0.872672345
5702164	NCIH2347	0.694537004
6197	SF126	0.656873005
6197	SNGM	0.700653696
6197	ECGI10	0.747292678
6197	HCC15	0.688661455
6197	U2OS	0.70216509
6197	SH4	0.847058576
6197	NCIH28	0.761067068
6197	MCF7	0.782076021
6197	OSRC2	0.766491478
6197	TE10	0.787139248
6197	NCIH1915	0.760953458
6197	NCIH2228	0.7570093
6197	RKO	0.719423197
6197	AGS	0.710688265
6197	SF295	0.935451372
6197	SW620	0.72360413
6197	YAPC	0.756911568
6197	SKUT1	0.716090343
6197	A375	0.740504893
6197	HT1080	0.885250285
6197	SJSA1	0.817923736
6197	EFO27	0.738862966
6197	SNU61	0.794204183
6197	COLO668	0.869126896
6197	RMGI	0.763922129
6197	CAKI1	0.748856439
6197	OV7	0.881800838
6197	OVTOKO	0.708752751
6197	MSTO211H	0.712772783
6197	PC3	0.720799993
6197	RVH421	0.789879637
6197	SW1990	0.736096659
6197	TE6	0.65228992
6197	PANC0203	0.745449311
6197	CL34	0.81301605
6197	NCIH2087	0.786164446
6197	LOVO	0.78302994
6197	HPAC	0.807839224
6197	HUH7	0.859929882
6197	HCT116	0.724839669
6197	HCT15	0.683294471
6197	TE8	0.835744783
6197	SNUC5	0.91803619
6197	NCIH1651	0.757367119
6197	RKN	0.878565064
6197	LN229	0.897239067
6197	A673	0.815237288
6197	NCIH838	0.734690668
6197	A549	0.790438551
6197	SW948	0.774827258
6197	CORL23	0.756603148
6197	CORL105	0.668513136
6197	MDAMB231	0.726527782
6197	HOS	0.608629998
6197	SNU449	0.764345202
6197	EBC1	0.761678406
6197	RCC10RGB	0.78858442
6197	NCIH2347	0.781223297
98889	SF126	0.73582734
98889	SNGM	1.112842521
98889	ECGI10	1.074965307
98889	HCC15	0.941832565
98889	U2OS	1.268898451
98889	SH4	1.118562343
98889	NCIH28	1.008618102
98889	MCF7	1.142488647
98889	MDAMB175VII	0.85508861
98889	OSRC2	1.00033626
98889	TE10	1.185731125
98889	NCIH1915	0.919767073
98889	AGS	1.236385367
98889	SF295	1.108194223
98889	SW620	1.249410683
98889	YAPC	1.122556149
98889	SKUT1	1.078487045
98889	A375	1.109561636
98889	SJSA1	1.126807437
98889	COLO668	1.225117397
98889	CAKI1	1.322304012
98889	OVTOKO	0.880754341
98889	PC3	1.170609554
98889	RVH421	1.135296909
98889	SW1990	0.94078339
98889	TE6	1.138902358
98889	PANC0203	1.152825689
98889	CL34	1.690504968
98889	NCIH2087	1.11088226
98889	HUH7	0.866001562
98889	HCT116	1.081073255
98889	HCT15	1.29328495
98889	TE8	0.953629059
98889	SNUC5	1.389470653
98889	NCIH1651	1.187529746
98889	RKN	1.378535669
98889	LN229	1.134037476
98889	A673	1.35118282
98889	NCIH838	0.917551198
98889	A549	1.130229859
98889	SW948	1.328145196
98889	CORL23	1.164518155
98889	CORL105	1.101111091
98889	MDAMB231	1.160125047
98889	SNU449	1.044365401
98889	EBC1	1.176706487
98889	RCC10RGB	0.938253415
98889	NCIH2347	1.12938344
6603728	SF126	0.83165688
6603728	SNGM	1.470048731
6603728	ECGI10	1.219870927
6603728	HCC15	1.038078999
6603728	SH4	1.536692348
6603728	MCF7	1.248157079
6603728	MDAMB175VII	1.000009695
6603728	TE10	1.239044903
6603728	NCIH1915	1.153118096
6603728	NCIH2228	1.139687642
6603728	RKO	1.595569028
6603728	AGS	1.205498733
6603728	SW620	1.203215973
6603728	YAPC	1.221703378
6603728	SKUT1	1.195029753
6603728	A375	1.208198435
6603728	HT1080	1.390419916
6603728	SJSA1	1.283556593
6603728	EFO27	1.339413069
6603728	SNU61	1.492380472
6603728	COLO668	1.583112881
6603728	RMGI	1.190484292
6603728	OV7	1.53652498
6603728	OVTOKO	1.089890377
6603728	MSTO211H	1.333038254
6603728	PC3	1.198359976
6603728	SW1990	1.144069761
6603728	TE6	1.115506933
6603728	PANC0203	1.249558829
6603728	CL34	1.497968751
6603728	NCIH2087	1.182683781
6603728	LOVO	1.224130223
6603728	HPAC	1.549793591
6603728	HUH7	1.646690238
6603728	HCT116	1.146710033
6603728	HCT15	1.368341709
6603728	TE8	1.172265912
6603728	SNUC5	1.314240098
6603728	NCIH1651	1.224448704
6603728	RKN	1.420980711
6603728	A673	1.513672231
6603728	NCIH838	0.93201289
6603728	A549	1.083844446
6603728	CORL23	1.310309184
6603728	CORL105	1.380366043
6603728	MDAMB231	1.293284224
6603728	HOS	1.234649822
6603728	SNU449	1.238061814
6603728	EBC1	1.559043387
6603728	RCC10RGB	1.283065771
6603728	NCIH2347	1.275755801
9840076	SF126	0.720518487
9840076	SNGM	1.0
9840076	ECGI10	1.199478834
9840076	HCC15	0.984835115
9840076	U2OS	1.450106185
9840076	SH4	1.168106518
9840076	NCIH28	1.15360732
9840076	MCF7	1.13012531
9840076	MDAMB175VII	1.026205281
9840076	OSRC2	0.875914401
9840076	TE10	1.245073351
9840076	NCIH1915	0.965580939
9840076	NCIH2228	1.341065223
9840076	RKO	1.047070839
9840076	AGS	0.999257805
9840076	SF295	1.358544764
9840076	SW620	0.979004717
9840076	YAPC	1.263283648
9840076	SKUT1	1.176322788
9840076	HT1080	1.519981196
9840076	EFO27	1.281069846
9840076	SNU61	1.450828911
9840076	COLO668	1.61799656
9840076	RMGI	1.2956303
9840076	OV7	1.500980944
9840076	OVTOKO	0.929866091
9840076	MSTO211H	0.90507201
9840076	PC3	0.941596303
9840076	RVH421	0.940876924
9840076	SW1990	1.081736393
9840076	TE6	1.108442299
9840076	PANC0203	1.156689707
9840076	CL34	1.42517225
9840076	LOVO	1.412934802
9840076	HPAC	1.539528326
9840076	HUH7	1.67284422
9840076	HCT116	0.956407479
9840076	HCT15	1.135909198
9840076	TE8	0.999997148
9840076	SNUC5	1.336619377
9840076	NCIH1651	0.850995446
9840076	RKN	0.975031716
9840076	A673	1.416936703
9840076	NCIH838	0.854879943
9840076	A549	1.163466321
9840076	SW948	1.378603637
9840076	CORL23	1.260268952
9840076	CORL105	1.006465216
9840076	HOS	1.263515951
9840076	SNU449	1.047031359
9840076	EBC1	1.32357629
9840076	RCC10RGB	1.233976239
9840076	NCIH2347	1.1723829
224246	SF126	0.896240816
224246	SNGM	1.128288757
224246	ECGI10	0.876193048
224246	HCC15	0.962910611
224246	U2OS	1.048011701
224246	SH4	1.119951281
224246	NCIH28	1.176046761
224246	MCF7	0.93314646
224246	MDAMB175VII	0.986198938
224246	TE10	1.174880303
224246	NCIH1915	0.939691437
224246	NCIH2228	0.746961749
224246	RKO	1.265648661
224246	AGS	0.955913173
224246	SF295	2.113970705
224246	SW620	1.012680332
224246	SKUT1	1.237737025
224246	A375	1.293403322
224246	HT1080	1.630326267
224246	SJSA1	0.829781854
224246	EFO27	1.246993311
224246	COLO668	1.818122258
224246	RMGI	1.120909054
224246	CAKI1	0.87489026
224246	OV7	2.246256962
224246	OVTOKO	1.190243211
224246	MSTO211H	0.554098439
224246	PC3	1.100073949
224246	RVH421	1.24556939
224246	SW1990	1.138868695
224246	TE6	1.277175654
224246	PANC0203	1.34593433
224246	CL34	1.277770418
224246	NCIH2087	0.935396872
224246	LOVO	1.020799186
224246	HUH7	2.267268461
224246	HCT116	1.003873685
224246	HCT15	1.229358489
224246	TE8	0.907243891
224246	NCIH1651	1.229123258
224246	LN229	1.156355847
224246	A673	1.479126928
224246	NCIH838	0.90871636
224246	A549	1.359140435
224246	SW948	0.958084971
224246	CORL23	1.637746228
224246	MDAMB231	1.617069889
224246	HOS	0.954512554
224246	SNU449	1.165063215
224246	EBC1	1.76751246
224246	RCC10RGB	0.851192999
224246	NCIH2347	1.00000059
25181195	SF126	0.691817102
25181195	SNGM	1.182732311
25181195	ECGI10	1.170005488
25181195	HCC15	0.916546085
25181195	U2OS	0.98351682
25181195	SH4	1.288891486
25181195	NCIH28	0.996065866
25181195	MCF7	0.944742877
25181195	MDAMB175VII	0.922887774
25181195	OSRC2	1.08480655
25181195	NCIH1915	0.948602975
25181195	NCIH2228	0.971980311
25181195	RKO	1.173716802
25181195	AGS	0.910496503
25181195	SF295	1.111489429
25181195	SW620	1.046557892
25181195	YAPC	0.860974286
25181195	SKUT1	0.955191282
25181195	A375	0.979348555
25181195	HT1080	1.206344125
25181195	SJSA1	0.776360735
25181195	EFO27	0.993688428
25181195	COLO668	0.919381059
25181195	RMGI	0.809692207
25181195	CAKI1	1.317054068
25181195	OV7	0.903484857
25181195	OVTOKO	0.792002019
25181195	MSTO211H	0.883642074
25181195	PC3	1.037646475
25181195	SW1990	0.929813363
25181195	TE6	0.90061425
25181195	PANC0203	0.872700948
25181195	NCIH2087	1.28120499
25181195	LOVO	0.76191088
25181195	HPAC	0.780182399
25181195	HUH7	1.519700345
25181195	HCT116	0.897472207
25181195	HCT15	0.906920488
25181195	TE8	1.214176199
25181195	NCIH1651	1.055949151
25181195	RKN	0.902105157
25181195	LN229	1.124405982
25181195	A673	0.980703451
25181195	NCIH838	0.92256259
25181195	A549	1.047680547
25181195	SW948	0.887195281
25181195	CORL23	1.01284446
25181195	CORL105	1.073689097
25181195	MDAMB231	1.079050552
25181195	HOS	1.146670514
25181195	SNU449	0.909337789
25181195	EBC1	0.984974214
25181195	RCC10RGB	1.146506603
25181195	NCIH2347	0.844543915
387447	OV7	0.525393841
387447	TE8	0.390904271
387447	A673	0.395358725
2247	SF126	0.767672116
2247	ECGI10	1.247577477
2247	HCC15	1.300731389
2247	U2OS	1.664885899
2247	SH4	1.156059365
2247	MCF7	1.399226286
2247	MDAMB175VII	1.213270305
2247	OSRC2	0.908931982
2247	TE10	1.049113991
2247	NCIH1915	1.135321832
2247	NCIH2228	1.139767325
2247	RKO	0.984378261
2247	SW620	0.978484495
2247	YAPC	1.106143724
2247	SKUT1	1.00329811
2247	A375	1.211045248
2247	HT1080	1.13863375
2247	SJSA1	1.332413745
2247	EFO27	1.15312243
2247	SNU61	0.879526158
2247	COLO668	1.273401461
2247	RMGI	0.944207073
2247	CAKI1	1.242722346
2247	OV7	1.417361805
2247	OVTOKO	0.949673278
2247	MSTO211H	0.906847859
2247	PC3	1.105103107
2247	RVH421	0.843914682
2247	SW1990	0.966842615
2247	PANC0203	1.128723122
2247	CL34	0.72921751
2247	NCIH2087	1.100113308
2247	LOVO	1.471036776
2247	HPAC	1.470204412
2247	HCT116	0.980171439
2247	HCT15	0.959653613
2247	TE8	0.956520558
2247	SNUC5	0.974350475
2247	RKN	1.206568802
2247	LN229	1.23195785
2247	A673	1.055964808
2247	NCIH838	1.143385454
2247	A549	0.994844265
2247	SW948	1.218584674
2247	CORL23	1.299873052
2247	CORL105	1.245356203
2247	MDAMB231	0.865320257
2247	HOS	1.166963451
2247	SNU449	1.096231602
2247	EBC1	1.238280782
2247	RCC10RGB	1.265026947
2247	NCIH2347	1.214482144
2265	SF126	0.833549257
2265	SNGM	1.449079253
2265	ECGI10	1.294575486
2265	HCC15	0.85941283
2265	U2OS	1.526351526
2265	SH4	1.224926196
2265	NCIH28	0.918321646
2265	MCF7	0.917624345
2265	MDAMB175VII	1.230808301
2265	OSRC2	1.231692749
2265	TE10	0.92915868
2265	NCIH1915	0.943964688
2265	NCIH2228	0.904637188
2265	RKO	0.894805163
2265	SF295	1.320581286
2265	SW620	1.285266309
2265	YAPC	0.983394776
2265	SKUT1	0.865927603
2265	A375	0.969996292
2265	HT1080	1.082900816
2265	SJSA1	0.887850443
2265	EFO27	1.229242049
2265	SNU61	0.862581271
2265	COLO668	1.111097592
2265	RMGI	1.212306039
2265	CAKI1	0.90160772
2265	OV7	1.307698412
2265	OVTOKO	0.770805933
2265	MSTO211H	0.862707518
2265	PC3	0.844033815
2265	RVH421	0.952382918
2265	SW1990	0.869349811
2265	TE6	0.818778363
2265	PANC0203	1.350743902
2265	CL34	1.029970522
2265	NCIH2087	1.083506587
2265	LOVO	1.529700011
2265	HPAC	1.767490072
2265	HCT116	0.901160747
2265	HCT15	0.86295637
2265	TE8	1.179347741
2265	SNUC5	1.127022406
2265	NCIH1651	1.495806068
2265	RKN	1.351507184
2265	LN229	0.888504905
2265	A673	0.900975221
2265	NCIH838	0.883030467
2265	A549	1.260256563
2265	CORL23	0.977260382
2265	CORL105	1.112406548
2265	MDAMB231	0.995972474
2265	HOS	0.86953917
2265	SNU449	0.793354847
2265	EBC1	0.892345992
2265	RCC10RGB	0.902656032
2265	NCIH2347	0.922211614
3117	NCIH28	0.668129608
3117	OV7	0.920917384
5311412	SF126	0.911964266
5311412	SNGM	0.908185834
5311412	ECGI10	0.963030851
5311412	HCC15	1.073363367
5311412	SH4	1.074215485
5311412	MCF7	1.162225919
5311412	MDAMB175VII	1.154973287
5311412	TE10	0.98075104
5311412	NCIH1915	1.107618029
5311412	NCIH2228	0.841143949
5311412	RKO	1.123688141
5311412	SF295	2.012533251
5311412	SW620	1.286387875
5311412	YAPC	0.98232891
5311412	SKUT1	1.261378015
5311412	A375	1.244143152
5311412	HT1080	1.415689
5311412	SJSA1	1.175821935
5311412	EFO27	1.119811686
5311412	SNU61	1.000342097
5311412	COLO668	1.722645328
5311412	RMGI	0.941975204
5311412	CAKI1	0.867697485
5311412	OV7	1.011173148
5311412	OVTOKO	0.921087111
5311412	MSTO211H	0.775400666
5311412	PC3	1.170062286
5311412	RVH421	1.156391356
5311412	SW1990	1.18892087
5311412	TE6	0.916424942
5311412	CL34	1.448054876
5311412	NCIH2087	1.297289964
5311412	LOVO	0.870289166
5311412	HPAC	1.259952943
5311412	HCT116	0.961881412
5311412	HCT15	0.921545305
5311412	TE8	0.691113567
5311412	SNUC5	1.193338358
5311412	NCIH1651	1.48955064
5311412	RKN	1.869862408
5311412	LN229	1.10749435
5311412	A673	0.971236139
5311412	NCIH838	0.988356566
5311412	A549	1.382348961
5311412	SW948	1.249403483
5311412	CORL23	1.25644636
5311412	CORL105	0.875231121
5311412	MDAMB231	1.464718298
5311412	HOS	1.100016094
5311412	SNU449	1.222716434
5311412	EBC1	1.58713303
5311412	RCC10RGB	0.966381786
5311412	NCIH2347	0.854364175
441074	SF126	0.788915615
441074	SNGM	1.454160076
441074	ECGI10	1.302766561
441074	HCC15	1.075320143
441074	U2OS	1.706125757
441074	SH4	1.277741963
441074	NCIH28	1.130710505
441074	MCF7	1.347929278
441074	MDAMB175VII	1.148697966
441074	OSRC2	1.22837894
441074	TE10	1.182411518
441074	NCIH1915	1.359655343
441074	NCIH2228	1.251281017
441074	RKO	1.505218385
441074	SF295	1.236387735
441074	SW620	1.345379036
441074	YAPC	1.087233929
441074	SKUT1	1.190201774
441074	A375	1.285700106
441074	HT1080	1.253585083
441074	SJSA1	1.28446675
441074	EFO27	1.325415576
441074	SNU61	1.309764299
441074	CAKI1	1.129941337
441074	OV7	1.332891412
441074	OVTOKO	1.0740073
441074	MSTO211H	1.345493072
441074	PC3	1.125781197
441074	RVH421	1.302073716
441074	PANC0203	1.531654252
441074	CL34	1.911490206
441074	NCIH2087	1.210305791
441074	LOVO	1.402743075
441074	HPAC	1.875233828
441074	HCT116	1.069404632
441074	HCT15	1.217560546
441074	TE8	1.70817883
441074	SNUC5	1.397882872
441074	NCIH1651	1.633363963
441074	RKN	1.513382275
441074	LN229	1.145993316
441074	NCIH838	1.2778444
441074	A549	1.180858049
441074	SW948	1.790883656
441074	CORL23	1.260786821
441074	MDAMB231	1.143317672
441074	HOS	1.415634247
441074	SNU449	1.308539269
441074	EBC1	1.610625912
441074	NCIH2347	1.356559732
4045	SF126	0.535999747
4045	SNGM	0.614168514
4045	ECGI10	0.569189849
4045	HCC15	0.616844159
4045	U2OS	0.789193854
4045	SH4	0.666675585
4045	NCIH28	0.686452375
4045	MCF7	0.690164567
4045	MDAMB175VII	0.735829838
4045	OSRC2	0.742085115
4045	TE10	0.834378115
4045	NCIH1915	0.680455952
4045	NCIH2228	0.724029966
4045	RKO	0.589013353
4045	SW620	0.700278651
4045	YAPC	0.7152283
4045	SKUT1	0.567018283
4045	A375	0.690313687
4045	HT1080	0.748539063
4045	SJSA1	0.718105364
4045	EFO27	0.728512126
4045	SNU61	0.741507218
4045	COLO668	0.627668012
4045	RMGI	0.571869513
4045	CAKI1	0.735252399
4045	OV7	0.693582802
4045	OVTOKO	0.787892406
4045	MSTO211H	0.681450746
4045	PC3	0.588350859
4045	RVH421	0.67381248
4045	SW1990	0.859603956
4045	TE6	0.55649573
4045	PANC0203	0.742611953
4045	CL34	0.551961024
4045	NCIH2087	0.513972807
4045	LOVO	0.789536617
4045	HPAC	0.743808589
4045	HCT116	0.708720439
4045	HCT15	0.899658471
