pubchem	clname	auc
11442891	MCF7	0.521278707
11713159	SNGM	0.850366022
448042	SNU61	1.204768904
11978790	SW948	0.407902845
447905	SNGM	1.320628004
2930014	HPAC	0.810459228
4878	RCC10RGB	0.883941431
4477	LOVO	0.862975567
133076	SNGM	0.832298576
52912189	RVH421	1.484918819
6604931	CORL105	0.874594386
26596	MDAMB231	0.609956601
6450551	NCIH596	1.0
3610	OSRC2	1.143590637
16736529	SNU449	0.940854728
6445562	COLO668	1.0
285033	NCIH596	0.655356845
3331	SNU449	1.136550361
3690	PC3	0.887153716
45375953	CAKI1	0.523798546
5362	CL34	0.863317684
9847023	HCT116	0.868076013
387447	SNU449	0.998499891
216345	SW948	1.482002902
5702164	SW948	0.739423398
6918638	U2OS	0.832400466
11442891	A673	0.484573267
154417	PC3	0.906842655
3610	NCIH1651	0.967531137
46943432	TE6	0.846487289
60198	EBC1	1.178738342
25022668	HOS	0.862630421
4539	CAKI1	1.367014517
11656518	MDAMB231	0.868358544
11317348	SNGM	1.173168726
4431	MDAMB231	1.148030051
9830392	NCIH838	0.929107559
2756	MDAMB231	0.815372348
25022668	NCIH1915	0.877974428
35802	CORL23	0.748131148
216345	OSRC2	0.877269769
644241	SW620	1.30836722
444732	SKUT1	0.56385856
26596	LN229	0.832258085
65981	SF295	1.106090707
13109	EBC1	0.893167243
2763	TE8	0.906394112
644241	CAKI1	0.911808999
24826799	NCIH1915	0.916258569
216326	EFO27	1.401055823
5281078	MCF7	1.097378326
689043	NCIH1651	1.394520042
2153	SNU61	0.898160262
46740	AGS	1.356203978
44369694	NCIH2347	0.816443729
60198	MDAMB231	0.922565513
6127	MSTO211H	1.191849148
5081913	SNUC5	0.906656058
11175137	OSRC2	0.991565402
24180719	RKO	0.900081907
37463	MSTO211H	1.394558544
57469	NCIH1651	0.93793265
3718	SF126	0.738374037
1986	SKUT1	1.287138149
5330286	SNU449	1.0
3718	CORL105	0.838869477
11538455	HPAC	0.451827651
4060	SW948	1.987855934
2126	TE10	0.949354249
9444	SF126	1.0
35802	EBC1	0.729004582
5329480	EBC1	0.918052723
9804992	HCT15	0.763243606
175540	SNU449	1.349817625
11214940	A549	1.083126265
3948	SH4	0.745266091
409805	EFO27	0.774710432
26937	TE6	1.881600558
462382	NCIH838	0.488508194
133621	LOVO	0.873311832
46943432	NCIH1915	1.0
9911463	HPAC	1.501701984
135411	SW620	0.698403889
6450551	NCIH28	1.0
5702106	SKUT1	1.421109242
9903786	HCT116	0.905891883
2206	SNU449	0.992239807
25062766	HCT116	0.874946908
9949641	TE6	0.425262683
5353431	SNUC5	0.933645894
6419753	HOS	1.168878885
5614	CL34	1.22023481
5287969	A375	0.827746274
31307	AGS	0.913332244
5702094	U2OS	1.226039295
409805	OVTOKO	0.952786949
176408	CAKI1	1.37190465
36462	RVH421	0.840331001
60164	A549	1.034896564
154417	NCIH596	0.874073742
4173	SNGM	1.360745225
3371	CAKI1	1.200608543
6197	NCIH2228	0.7570093
6445533	SNGM	0.607072258
6604471	SW620	0.816079234
2756	COLO668	0.723841101
50287	SNGM	1.606021413
128563	NCIH2228	1.258739672
2265	NCIH1915	0.943964688
5534	RVH421	0.783174149
9874913	SJSA1	1.0
71271629	OVTOKO	0.764648012
49836027	OV7	0.618982023
3331	SKUT1	1.120479444
5702058	HOS	0.664147644
2049	PANC0203	0.905291434
387447	LOVO	0.730440115
3339	AGS	1.203205611
104956	TE8	0.834386178
379077	TE6	0.792184896
4631	NCIH28	0.924540195
30323	NCIH838	0.414852023
11338033	TE10	0.772807473
10745	NCIH28	1.14118684
6445533	NCIH1915	0.588628732
44187362	LN229	1.0
15547703	JHH4	0.420357125
21704	YAPC	0.978006197
25181195	NCIH1915	0.948602975
11667893	RKN	1.0
6708465	NCIH1915	0.809051579
216345	SW620	1.437324229
5327723	HCC15	1.191459173
36462	NCIH2228	0.772390971
5282230	HOS	0.792357527
1400	CORL23	1.253271079
24856436	LN229	0.942430911
493570	NCIH1651	1.618500646
5311221	SNUC5	1.317429241
5494449	HOS	0.691452934
38853	CL34	0.909506198
9888590	OV7	0.685262258
11647372	SNGM	1.439488409
72344	HUH7	1.011436059
5354004	SKUT1	0.946795828
5328771	NCIH2228	1.243348217
31307	HOS	1.436428044
5702094	OVTOKO	1.107241994
6436135	SNU61	1.088667213
9956119	MDAMB231	0.965972055
5166	SH4	0.965284595
3948	SF295	0.887245589
5281787	CAKI1	1.515285013
3958	NCIH596	1.09970119
6741	A549	1.627433934
4410	SF295	0.948661077
6604822	RKN	1.147962959
1549000	CAKI1	1.366095786
31307	OSRC2	1.106346182
6851740	CAKI1	1.0
27924	SNU61	0.953391286
16720766	SF126	0.723918925
45375953	CL34	1.0
4122	NCIH2347	0.701291614
21700	HCC15	0.998071376
2391	OSRC2	0.98315192
126769	A673	0.801630658
3921152	EBC1	0.488604607
5354033	PANC0203	1.035268392
5329099	RCC10RGB	1.319955508
10302451	EFO27	0.573750621
16736529	COLO668	0.745649284
5494449	CORL105	1.0
11676786	NCIH2228	1.0
4174	SF295	1.289119431
3117	EFO27	0.796355225
5330286	MDAMB175VII	0.963744496
6127	NCIH2087	1.211050648
34312	MDAMB231	0.859152248
16007391	COLO668	1.501337089
2478	TE6	0.767411269
702558	LN229	1.55340342
5029	A549	1.015919493
11712649	CAKI1	0.901980942
10410894	RKN	0.917290774
5757	NCIH1651	1.152281393
5394	A673	1.448961098
46907787	SF126	0.864726673
108143	HCT116	0.959352093
5362	RMGI	1.321618235
4174	HCT116	1.207154872
156414	TE6	0.670322454
9949641	CL34	0.566652994
5702106	HPAC	0.879193968
197690	HCT116	0.900299812
49836027	CORL105	0.560699816
5329098	YAPC	1.0
25062766	TE6	0.505243282
37542	SW948	1.366733502
17755052	NCIH28	0.787465541
5330286	AGS	1.0
5329098	MSTO211H	1.0
393595	ECGI10	1.247649265
2722	RMGI	0.908634475
16720766	NCIH2347	0.928605366
72344	RCC10RGB	0.966373477
4636	PANC0203	0.886649625
2746	JHH4	0.906029586
5702172	A375	1.243277862
3339	ECGI10	1.233355509
11228183	MSTO211H	0.919906214
119565	SF295	1.43586869
11656518	MDAMB175VII	1.545444553
49836027	SW948	0.59458278
56971	LOVO	0.846404306
11351021	SH4	0.744542146
11713159	NCIH2347	0.894446366
26533	MSTO211H	1.173230975
60464	YAPC	0.97081835
9811606	TE10	0.891938678
44137675	EFO27	0.834597635
9934347	LN229	0.85145459
60663	LN229	1.535239232
9804992	SF295	0.771930097
98889	PC3	1.170609554
47641	RKN	1.099482593
6215	A375	1.34050843
6473883	SW948	1.185329161
2187	LN229	1.266088266
5534	RMGI	0.823434479
6708465	HUH7	0.745333617
123692	SW620	1.231524099
2126	CORL23	0.956481483
9914412	TE10	0.916545853
11754511	AGS	0.721400299
24995524	NCIH2087	0.659366353
65981	SJSA1	1.227713654
4521392	MSTO211H	0.770074862
134778	A673	1.969156279
5281787	NCIH2087	1.543156476
4631	NCIH2087	0.861626018
36462	SNU449	0.880098923
6851740	NCIH2087	0.640315495
64981	MCF7	0.926175833
5757	AGS	1.235762659
1401	NCIH2347	1.215487126
3025986	YAPC	0.56168993
46943432	TE10	0.97304181
2049	SNU449	0.820966666
1986	YAPC	1.396657028
11676786	NCIH1915	0.865338068
5702041	MSTO211H	0.599993799
6918638	CL34	1.0
5354004	SW1990	0.99942476
2724387	CL34	1.423428719
72172	SNGM	1.084205991
107751	NCIH2347	1.175415073
9840324	OV7	1.093126348
45375953	NCIH2347	0.311071777
64981	NCIH2347	0.862324624
54454	MSTO211H	0.859987421
44607360	NCIH2087	0.856934997
38853	LN229	1.158304334
4078	PC3	1.33413181
5702048	LN229	0.598584484
25150857	NCIH596	0.823666217
5702048	LOVO	0.575182751
60149	HPAC	1.243260536
17754438	LN229	1.161210478
71815	A673	1.112007268
50287	SNU61	0.915119653
5991	NCIH2347	0.861527899
60857	SKUT1	0.86557307
119565	SW948	1.525684199
98889	MDAMB231	1.160125047
6914657	ECGI10	0.730784813
4878	PC3	0.954259791
2746	TE8	0.698058081
5327723	TE8	1.406854281
5893	SNU449	0.988821098
2747117	HOS	0.807445756
35802	SNUC5	1.067959493
445643	PANC0203	1.144216838
6436	NCIH2347	0.865993641
5723	MSTO211H	0.802341767
9811606	MDAMB175VII	1.306486871
6914657	SNU449	0.78262524
6843	U2OS	1.290720423
447905	EFO27	1.353535086
11715767	MDAMB175VII	0.830365609
44462760	RVH421	0.41199712
441328	AGS	1.279026755
45375953	NCIH2087	1.0
2763	CORL105	0.907566545
5702172	PC3	0.887531967
10040286	HCC15	1.072125575
9915886	NCIH838	0.961185566
9888590	HT1080	0.695724444
9884685	SNGM	0.878417011
44369694	HOS	0.836269703
46885626	TE10	0.67732265
9874913	MCF7	0.951695221
135411	SF295	0.707085776
379077	EBC1	0.8621863
2763	SKUT1	0.944161758
9840076	SH4	1.168106518
132519	EFO27	1.153734127
34312	NCIH1915	1.321283036
9868037	NCIH838	0.858451183
6473881	SF295	0.980555811
9810884	RVH421	0.952685027
3334	HPAC	0.85980159
5329099	HCT116	1.161050605
10302451	EBC1	0.943129004
56649450	CORL23	1.0
387447	MSTO211H	0.658856092
6166	MDAMB231	0.874875579
9799509	RCC10RGB	0.829450692
44219749	LOVO	0.854503251
4369270	SNU449	0.64660851
10607	CAKI1	0.617382022
6399253	HOS	1.393268752
5702048	SW948	0.622512882
65981	RMGI	1.107666352
817368	PC3	1.174647162
4062	SNU449	1.240051214
46885626	TE8	1.001502631
3331	SJSA1	1.116456532
6914657	MSTO211H	0.432840257
44219749	JHH4	0.836090352
208908	MDAMB231	0.978549028
2722	SW620	0.880271775
26596	TE8	0.690710011
135411	CORL23	0.681286911
4636	ECGI10	0.988641246
4636	LN229	1.222701735
25150857	SF295	0.933993821
5311221	NCIH1651	1.195569581
5287969	SNGM	0.583657441
11455910	A549	0.657571519
4045	NCIH1651	0.576438657
5702031	LOVO	1.59205013
4045	NCIH1915	0.680455952
5328768	SH4	0.7046401
5354004	HPAC	1.257437607
44483163	A673	0.818514013
6843	NCIH2228	0.949224464
16759169	MDAMB231	0.988770816
1547484	RVH421	1.31485723
53232	HPAC	1.043221624
444732	SNGM	0.554034299
10302451	SH4	1.0
4539	SW1990	0.928133112
104956	SKUT1	0.817067197
2722	SF295	1.20643973
16720766	HOS	0.677205246
9914412	SF295	0.803284583
4761	MDAMB175VII	1.284886908
9811606	CORL23	1.129128597
1645	LOVO	0.999658211
60823	NCIH1915	0.833998992
10126189	SNU61	0.310869217
2577	NCIH838	0.907477884
5081913	LOVO	0.843654624
9933475	RKN	0.82284771
5329006	MDAMB231	1.097341688
3825	LOVO	1.461061677
5328940	SNU61	0.866775704
9549284	OV7	1.058400693
12035	HCT15	1.18485506
42642645	LOVO	0.759991689
47936	CL34	1.222366971
5702003	SNUC5	1.07953865
11640390	OVTOKO	0.87575252
56649450	SNU61	0.894973286
16759175	HCT116	1.073837475
9934347	HCC15	0.609689763
6442177	A375	1.0
6436135	NCIH2347	1.128589975
30323	HOS	0.407220345
67361	SNU449	0.774997145
24360	HCT116	0.323178925
51358113	OSRC2	0.591576606
5353431	MSTO211H	0.868439179
456201	SNU449	1.348154987
2206	RKN	1.119907877
41781	RKN	0.953738572
3690	OVTOKO	1.12931103
107967	OSRC2	1.222944052
11313361	CAKI1	1.431117058
6918508	NCIH2228	1.246725101
9874913	HOS	0.884131705
9826308	SNU61	0.755230446
2753	HCT116	1.187511912
11351021	CL34	0.540435263
175540	HUH7	1.394409382
24889392	HCT15	0.864020372
9826308	CAKI1	0.883350811
444036	PC3	0.955803836
133621	NCIH28	0.8836586
4781	A549	0.965453588
3334	YAPC	0.625950908
5757	HUH7	0.729535644
2585	OSRC2	1.279208808
3971	LN229	1.382197937
4369270	SJSA1	0.817289314
5281078	SNGM	0.698732386
3385	RVH421	0.888494221
5283454	HCC15	0.874797963
2206	CORL23	1.023845815
10184653	HT1080	1.0
1986	NCIH1651	1.300573374
51358113	SNU61	0.778496151
4410	YAPC	1.357823357
3033637	YAPC	1.225040165
5281670	NCIH1651	1.392139407
9830392	NCIH596	0.922352314
5702031	TE6	1.284907931
32798	SNGM	1.194063489
208908	A673	0.912924257
104956	COLO668	0.812976007
115210	SNGM	0.942729429
107751	HOS	1.430713394
60857	HPAC	0.894238953
445643	NCIH2228	0.89999635
698112	EBC1	0.942106262
44369694	EBC1	0.764745089
12035	CL34	1.245346235
46926350	SW620	0.601044448
11313361	MDAMB231	1.406642607
9953769	NCIH1651	0.966924202
50515	NCIH1915	0.899812299
4493	SNGM	0.873608825
11656518	RMGI	0.927077172
5282493	HPAC	0.8202061
9927531	RMGI	0.840382012
46244454	HUH7	0.829254754
16490	CORL23	1.494729756
9934347	U2OS	0.562567834
26533	SF295	1.645727084
9956637	LN229	1.121105593
51358113	OV7	0.722477418
9868037	OV7	1.249531007
9810884	OVTOKO	0.902067024
9830392	HOS	0.805470257
644241	EFO27	0.950558546
35802	MDAMB175VII	1.274265025
9926999	HT1080	0.796642113
5870	PANC0203	1.281329488
3820	SKUT1	0.915972817
11749858	HCC15	0.714514963
11715767	RVH421	0.854455278
5311	SH4	0.886256024
11313361	HPAC	1.754287486
25124816	RVH421	0.815865009
3151	SH4	0.876421287
2747117	CAKI1	0.919085035
6708465	CL34	0.836943883
300471	EFO27	0.892595687
2780	A549	1.183508158
44462760	OVTOKO	1.0
46943432	SNUC5	1.0
12555	MDAMB175VII	1.439179224
446541	EFO27	0.897435903
5327723	AGS	0.929846613
107967	SNUC5	1.443172682
6445562	OVTOKO	0.825820574
4780	NCIH2087	0.977648576
224246	SF295	2.113970705
6215	HPAC	0.946136154
24771867	NCIH28	0.975723563
122077	A549	1.448211774
30323	HUH7	1.0
65981	EBC1	1.239419154
10302451	NCIH1651	0.926298835
5311479	NCIH2347	0.885113035
35802	TE8	0.812390951
9956637	JHH4	0.87312807
57469	NCIH2347	1.0
24360	TE6	0.233762142
5353431	HT1080	0.947954214
13109	NCIH2087	0.905450692
4849	SW1990	1.021587394
154417	A375	0.867242678
393595	TE8	1.069936009
52912189	JHH4	1.18932989
72344	SNUC5	0.991941216
40839	SH4	0.508930226
5329099	NCIH2228	1.288848961
10184653	OVTOKO	0.759744292
11364421	SW620	0.574460521
4477	SNU449	0.883612676
56971	A549	1.087260656
126769	A375	0.912081786
9949641	SNU61	0.414446997
9813758	LOVO	0.854044837
6436	OV7	1.498708215
16747683	SNUC5	0.86534302
3038522	HCC15	1.070193005
6256	RKO	0.700898814
26533	HCT116	1.169690885
24771867	EFO27	0.944291185
115210	PANC0203	0.885837933
9549284	SNGM	0.733118432
47528	MDAMB175VII	1.129769418
9911463	NCIH596	1.14770297
9888590	NCIH1915	0.682776719
9826308	AGS	0.779496173
11977753	SKUT1	0.517998546
107985	TE6	0.090538938
9847023	HCT15	0.895536513
224246	PANC0203	1.34593433
15951529	RMGI	1.511678235
44483163	YAPC	0.8564182
5284616	PC3	0.306420355
216345	HCC15	0.92367023
5702042	OVTOKO	0.658111287
24360	MDAMB175VII	0.705724408
16654980	SH4	0.875645108
4631	A375	0.895638398
2780	HCC15	1.244107264
25062766	SW620	0.957415353
11626560	NCIH1915	1.0
60164	A673	1.01872991
17754438	JHH4	0.713590392
2763	NCIH28	1.287632475
11373846	SNGM	1.061442878
2049	NCIH1915	0.844389024
9888590	ECGI10	0.669800461
3117	NCIH1651	0.703007657
5328771	SNUC5	1.25565902
24964624	U2OS	0.828739983
6442177	SNGM	0.622717259
9811606	HPAC	0.904113865
11382492	HCT15	0.84460489
393595	NCIH2347	1.158446923
5327	SNU449	1.265871787
115210	A375	0.843910011
441074	U2OS	1.706125757
17756796	RVH421	0.818950297
9549284	HCT15	0.824805073
2315	RCC10RGB	1.182664403
6445533	OVTOKO	0.588527697
5702058	A375	0.918958515
285033	MDAMB175VII	1.0
5328768	TE6	0.778160037
216345	MCF7	0.973549572
24995524	MCF7	0.797841152
5702164	U2OS	0.799721057
9956222	NCIH2347	0.860333772
3324	NCIH2087	0.944169922
17756796	SW948	1.178948491
46244454	AGS	0.781862857
4477	MSTO211H	0.878438238
5329006	TE6	0.841736439
4761	SJSA1	1.217759342
1697	SNU61	0.868316336
60663	HUH7	0.983221052
1548943	HOS	1.519764677
9903786	SW1990	0.992626616
3101	HT1080	0.596576852
9967941	NCIH2347	1.378574776
6604858	HPAC	0.910931935
10074640	HCC15	1.20110989
2187	LOVO	0.94855852
5288674	RCC10RGB	0.978043422
2159	SNUC5	1.295195935
71384	HT1080	0.725425495
6197	HT1080	0.885250285
6167	MDAMB175VII	0.822643873
5328940	MCF7	1.230250539
44139710	A375	0.949850645
10184653	RCC10RGB	0.929688318
9813758	SW620	0.841821556
493570	EBC1	1.205505651
16654980	HPAC	0.806743883
2265	HCC15	0.85941283
72385	MSTO211H	0.879070058
11640390	RCC10RGB	0.961855463
44187362	RKN	0.740682222
448042	HT1080	1.050850315
65399	SNU61	0.832832518
60823	HT1080	0.902806255
24180719	SW948	0.92552996
1400	SNU61	0.797139415
44483163	HOS	0.877271764
4847	AGS	0.720475426
5330790	SNU449	0.857346283
98889	EBC1	1.176706487
10074640	RMGI	1.266593793
46907787	JHH4	1.037984325
24771867	HCT116	0.817652424
4493	OVTOKO	0.936293453
6604928	MDAMB175VII	1.305492563
119565	SKUT1	1.203898071
2315	TE6	1.562919276
5288674	ECGI10	1.0
448799	SW948	0.413236094
31307	EFO27	0.976438672
11373846	A673	0.742945644
2482	MCF7	0.95309807
6167	RKN	0.378176718
2733526	HUH7	1.576059911
5311412	EBC1	1.58713303
10367662	HUH7	1.097447518
4030	YAPC	0.848168123
25260757	HCT15	0.734032606
5310993	SJSA1	1.181473506
133621	NCIH1915	1.244439364
40839	HT1080	0.300319127
5702095	LOVO	0.927880851
5719	A375	0.982535443
6473883	NCIH2228	1.219298499
9953769	A375	0.952435824
2159	MDAMB231	0.965706473
15983966	CORL23	0.707013397
5327723	CORL105	1.140396613
24360	NCIH1915	0.342693697
4761	NCIH28	0.692082859
3385	HPAC	0.897967129
50248	SF126	0.673335023
2051	NCIH1915	0.723611916
11213558	SNU449	0.882039127
50248	TE6	0.745860233
11175137	NCIH1915	1.387131846
4622	NCIH2228	0.889496251
5166	COLO668	0.844672904
108143	TE6	0.91572745
9829523	AGS	0.702767055
4993	SNUC5	1.229239515
447905	SJSA1	1.190251974
2315	MCF7	1.479103236
447966	SNU449	1.555679983
9949641	SF295	0.574998657
3825	HPAC	1.337190826
2375	RVH421	1.078552164
1645	CAKI1	0.923975739
50287	RMGI	0.860930909
6450551	NCIH838	1.113014751
6918454	SJSA1	0.959281782
3397	HCC15	0.978394448
163844	LOVO	1.209103489
104956	SNU61	0.813060539
16041424	ECGI10	0.8281594
11364421	SNGM	0.421341459
6918736	RMGI	1.0
151289	NCIH2347	0.84170996
21704	U2OS	1.055111796
3718	A375	0.738181258
3387354	NCIH2347	0.716729975
5284373	SW948	1.147612205
50515	NCIH838	0.881044779
4780	RKN	1.213538604
10127622	HUH7	0.859406632
60164	RCC10RGB	1.204207888
446541	PC3	0.797528815
197033	NCIH838	1.052205271
60663	CORL105	1.203692745
9956637	SNGM	0.959161047
493570	RKN	1.5878052
8362	COLO668	1.448399574
16736529	EBC1	0.689713063
11351021	SKUT1	0.472369247
25227462	NCIH2347	0.446337701
108143	EBC1	0.623462986
5311340	MDAMB175VII	0.86946839
5083	MDAMB175VII	0.832047098
72385	SNGM	0.780704583
10427712	NCIH1915	1.22506466
493570	NCIH2347	1.251438568
6436135	OV7	1.089355214
4431	HUH7	0.995844352
25124816	LOVO	0.887372374
208908	LOVO	0.882742952
5362	HOS	0.849739904
9952773	SW1990	1.088710572
4539	NCIH838	0.999637832
5281718	ECGI10	0.841723181
3033637	EFO27	1.140094153
6851740	NCIH1915	0.553843526
17755052	NCIH2347	0.74889423
3387354	SNU61	0.930261791
97226	EFO27	0.421651404
5702058	NCIH838	1.229194868
3035714	NCIH28	0.614727219
4636	HCC15	0.999997561
55245	HPAC	1.31956292
11485656	OSRC2	1.0
72344	SW948	1.009462666
21704	SJSA1	1.110676893
47641	MDAMB231	0.966759463
5311479	CAKI1	1.537229642
35802	PC3	0.746332567
5702228	OSRC2	0.732265536
10367662	CL34	1.573350325
53232	YAPC	1.414969401
6604822	OVTOKO	0.942577625
2337	AGS	1.292283595
5083	SH4	0.766705971
