pubchem	clname	auc
2471	ECGI10	1.31976755
2794	A375	0.966505563
128563	SNU449	0.942410626
456201	RVH421	0.941796363
34312	HOS	1.606591779
817368	NCIH2087	1.001882479
2159	HPAC	1.259119862
5311	SH4	0.886256024
5280754	OV7	1.667221835
73707512	HCC15	0.924294787
2082	A375	0.829019144
4521392	COLO668	0.779218305
3025986	SNU61	0.54760055
44369694	MSTO211H	0.732392006
15983966	SJSA1	0.772242376
2471	TE10	1.379429816
6851740	HOS	0.521624068
50287	RMGI	0.860930909
2794	MDAMB231	0.938784344
5186	NCIH2087	0.889553328
1549000	NCIH28	0.819231865
300471	NCIH28	0.476982372
6197	A549	0.790438551
2049	AGS	0.825580753
387447	HUH7	1.0
11373846	SW620	1.164623293
2541	U2OS	1.149788328
67361	SW620	0.880485085
11317348	SW620	0.958693104
3718	NCIH2087	0.79957939
2756	NCIH2347	0.966724173
2082	SNU449	1.231153588
10127622	YAPC	0.861107291
2082	CORL23	0.725570455
5287969	MDAMB175VII	0.586078659
16747683	SW948	0.7271028
25257557	SNGM	0.798330785
2478	A375	0.908972993
3610	SJSA1	0.831773571
374536	COLO668	0.744932657
44483163	AGS	0.846542634
9549289	TE10	0.865680825
2930014	SF126	0.478632234
5702058	SW1990	0.842801503
5833	CORL23	0.804547953
300471	LN229	0.6923423
9865515	CORL105	0.372916
40634	TE8	1.024361132
4030	SKUT1	0.819452306
40839	RCC10RGB	0.655764516
3151	U2OS	1.273540457
5288209	TE10	1.296031653
25062766	HOS	0.925582326
5329098	SW620	0.995506659
107950	CORL23	1.000000329
285033	NCIH28	0.983711851
3902	HPAC	0.968894841
9549284	SF295	0.977380864
67361	LN229	0.946334918
24775005	NCIH2228	1.0
9444	A673	0.982310191
13109	SW948	0.677878216
5702164	HCC15	0.692231546
10341154	CL34	1.340291543
107950	SW620	1.141521475
3033637	U2OS	1.22861931
32798	YAPC	1.098445392
5281670	CORL23	1.397856063
11754511	HCT116	0.768223359
9933475	MSTO211H	0.724181396
6918540	SF126	1.034146455
197584	SH4	1.261375782
3151	TE10	1.191679165
25260757	CORL105	0.606160846
53340666	RKN	0.791203548
447966	RMGI	1.476044011
3690	SNU449	0.995537487
374536	TE10	0.892632904
17754438	SNU61	1.261865468
5893	HCC15	0.995530479
444036	PANC0203	0.934402798
65909	HCC15	1.061300201
9943465	SW948	1.428326474
16007391	YAPC	0.687583656
107950	COLO668	0.86752044
3385203	NCIH2228	1.18766065
9847023	TE8	1.357774089
15951529	PC3	1.162612652
3101	LOVO	0.46961001
6604822	MDAMB231	0.974170135
5478883	HUH7	1.327531581
451668	TE6	0.625578821
25181195	CAKI1	1.317054068
2125	MSTO211H	0.866673469
9829523	SNUC5	0.841116088
5353431	SJSA1	0.948160698
11455910	HCT15	0.650089323
5311	U2OS	0.812176975
25262965	OVTOKO	0.583758399
3101	PC3	0.584035265
25260757	NCIH838	0.756571849
444031	PC3	0.772866734
5702041	AGS	0.576389973
4107	HCT15	1.214951584
3948	HCT116	0.796823496
9868037	A375	0.904498569
2471	MCF7	1.339397772
4636	EBC1	1.257057499
17754438	JHH4	0.713590392
374536	RMGI	1.151859145
10410894	A375	0.949743023
16722836	PC3	0.929961499
159324	LOVO	0.648178059
122077	CORL105	1.770306095
493570	SKUT1	1.367947627
9956119	ECGI10	0.927614908
4713	HUH7	1.700432347
638024	HPAC	1.316059725
3739	SF126	0.798904659
4671	ECGI10	1.127518447
4173	MDAMB175VII	1.440783944
24856436	RKN	0.85725388
16666708	SJSA1	0.534537204
11382492	COLO668	1.462516136
5186	MCF7	0.855238874
7638	YAPC	1.222611142
47528	MDAMB231	1.068113776
133621	AGS	1.063774499
3610	ECGI10	1.053109164
9967941	HCT116	0.954696823
11667893	RKN	1.0
6445533	AGS	0.553217691
5723	CORL23	0.859025816
9813758	OSRC2	0.754076503
5329098	LOVO	0.842887878
3292447	CAKI1	0.933296496
6604931	LN229	1.224269239
5702058	YAPC	0.787445632
64715	LN229	0.717193969
3385203	RKN	1.270703525
55245	YAPC	0.938843177
2747117	RMGI	0.809850923
4636	HPAC	1.269226738
5329480	AGS	0.844362154
4174	SW1990	1.046342231
108143	NCIH2347	0.88718176
11656518	LOVO	0.734790182
107950	NCIH596	0.969321196
10461815	HT1080	0.811773241
5029	RKO	1.229502916
253602	SW948	0.696084107
5328771	NCIH28	1.207601455
2812	CAKI1	1.126494151
10074640	SH4	1.374946197
10184653	TE8	0.60325684
41781	MDAMB231	1.125444928
4622	NCIH596	0.812499728
24826799	OSRC2	0.855556721
5311340	EFO27	0.823925473
447966	MCF7	1.323065723
6918508	RVH421	1.126315876
657237	A375	0.917979661
46943432	SNU449	1.0
4410	NCIH1651	1.331288236
196841	SNU449	1.142063102
5282168	NCIH2347	1.703412141
2577	EFO27	0.969002433
6419753	NCIH28	0.971120299
5083	RMGI	0.801435817
3387354	A549	1.127490085
30323	RVH421	0.699596644
5328768	SW1990	0.9030616
11626560	RKO	1.0
1547484	SH4	1.540222156
11977753	MDAMB231	0.725922379
4060	TE10	1.180550178
2585	A673	0.882092876
16654980	SW948	0.751104911
54454	A375	0.883303386
73707512	SNUC5	1.212067588
9927531	HUH7	0.87692059
38853	SJSA1	0.997051171
6445533	NCIH596	0.580600809
42642645	U2OS	0.75603277
6918736	RKN	0.744822326
5282493	NCIH1651	1.330627886
3033769	LN229	0.941740287
44483163	NCIH1915	0.821271796
753704	MDAMB231	0.964093434
64971	SNU61	0.941798193
5702048	TE10	0.704620226
71815	NCIH2087	1.341047767
2315	TE6	1.562919276
656765	COLO668	1.019659279
16666708	NCIH28	0.876929043
2145	RVH421	0.857286316
47528	SH4	1.427297728
1548943	ECGI10	1.263451594
44483355	SNU61	1.498411819
134778	U2OS	1.52939789
938	A549	1.146518986
11213558	RVH421	0.91970276
9444	NCIH1651	1.0
11317348	MDAMB231	0.927229988
73707512	HCT15	0.857337861
9956222	SF295	1.348782024
11712649	HOS	0.467823182
5893	U2OS	1.316683189
2206	NCIH1651	0.862154178
4078	HCT15	1.111279291
2145	OVTOKO	0.94944504
16759175	AGS	1.268211563
33630	A673	0.717006778
9826308	TE6	0.694170847
35802	MCF7	0.772194995
3854666	LOVO	0.833008934
5362422	RKN	0.901620455
11494412	TE10	0.930632459
11228183	NCIH596	0.904149822
72172	A549	0.926532386
2722	CORL105	0.816882719
24785538	NCIH838	1.0
46943432	HUH7	1.0
33613	PANC0203	1.049149834
46885626	CAKI1	0.835974306
208908	OVTOKO	0.871778154
11676786	SW620	0.915995779
4369491	COLO668	0.864652348
65399	HCT15	0.84246844
4261	HUH7	0.733574049
3902	MDAMB231	1.214617009
21704	ECGI10	0.966114508
47641	NCIH1915	0.945337846
60857	RVH421	1.126624475
5702042	OSRC2	0.672749366
9934347	EBC1	0.669020397
11713159	CAKI1	0.90182379
41781	RKO	0.989228402
154417	RKO	0.85018821
27924	SJSA1	1.289704507
10367662	SKUT1	0.927992924
1893	NCIH1915	1.130338741
2126	A673	1.532490665
132519	SW948	1.515888683
5405	MDAMB175VII	1.051981757
5311412	MSTO211H	0.775400666
25183872	SNGM	0.622368369
156414	NCIH28	1.0
49836027	PC3	0.570560503
32798	U2OS	1.000010171
123631	RKN	0.871685839
10302451	TE6	0.62140686
11707110	HT1080	0.663029695
4631	HUH7	1.150254171
4761	MDAMB175VII	1.284886908
16038120	A375	0.721753547
10126189	NCIH596	0.331938789
3292447	SNGM	0.849757608
5870	NCIH2347	1.480106185
938	NCIH1915	1.116677958
6450551	PANC0203	0.957155907
11707110	A673	0.850115502
11364421	PANC0203	0.500408244
2265	SNU61	0.862581271
60953	NCIH596	0.950017663
2153	SF295	0.893731462
54454	SW620	0.915833517
10607	SF126	0.464353057
2482	RKO	0.892617276
3902	NCIH2347	1.363053888
44483163	TE10	0.88767087
25150857	OVTOKO	0.836223602
6604822	RMGI	0.949246666
54454	CAKI1	1.371284568
6604794	RKO	0.967343744
24748204	ECGI10	0.820852375
6741	SW620	1.454449549
50248	NCIH838	0.923781438
9826308	SH4	0.852366927
30323	NCIH838	0.414852023
3610	NCIH2228	0.543749312
2722	LN229	1.086318807
25124816	NCIH28	1.250795899
656765	OVTOKO	0.799235058
60198	SW1990	1.122540147
54454	NCIH838	0.896289727
10302451	SH4	1.0
44137675	HPAC	1.300092345
938	RMGI	0.975562491
47936	TE8	1.371361759
5311221	LN229	1.375757955
25126798	SH4	1.0
5282230	HOS	0.792357527
5719	HCT116	0.971099274
5702058	SF126	0.762695608
5311412	RKO	1.123688141
11317348	SNU61	0.916452203
72385	HCT116	0.903904546
4076092	RCC10RGB	0.968958497
2577	SH4	0.958521635
122077	NCIH1915	1.449075378
5311479	NCIH28	1.2289443
3676	HOS	1.527655709
9914412	CAKI1	1.371630913
442872	NCIH1915	1.67169832
11485656	RCC10RGB	0.846066328
73707512	EBC1	1.930768012
5702172	MCF7	0.845351559
49836027	A673	0.594454914
1548955	SJSA1	0.847122285
26533	NCIH28	1.185674279
6604858	TE8	0.918433004
37463	HCT116	1.068679458
11494412	EFO27	0.908646071
10291556	MDAMB231	1.504362686
11455910	SNU61	0.800491662
5702042	RMGI	0.685488516
44369694	A375	0.700847057
8362	SNU449	1.278931639
46740	PC3	1.337036454
4847	RMGI	0.721407276
2375	A549	1.092741532
5702031	MDAMB175VII	1.494374378
46191454	LOVO	2.214470873
9868037	HCT116	0.894648296
5329099	HCT116	1.161050605
5702042	ECGI10	0.576609796
44369694	NCIH2228	0.878074876
2577	RMGI	0.990425352
72344	TE10	1.363602931
11625818	SH4	0.953921976
126769	SNU61	0.920376154
5353431	PC3	0.89519873
9911830	NCIH1915	0.915910305
5330790	SNGM	0.816151938
2993	CL34	0.821805784
3894573	TE8	0.858543136
12035	NCIH1651	1.222722251
11977753	COLO668	0.60028634
5282230	SW948	0.822895647
44187362	A673	0.854070932
65399	AGS	0.754830244
115210	HCT116	0.900618903
4781	SNUC5	1.318663829
5394	HCT15	1.18717641
2541	NCIH1915	1.340127043
34312	NCIH838	1.113185622
2187	SNUC5	1.091926869
44607360	CL34	0.83268242
46907787	HCT116	0.923327942
2391	NCIH2087	0.946022175
3385203	HUH7	0.644311696
3371	OVTOKO	0.973860784
447905	YAPC	1.420119249
6197	EBC1	0.761678406
5281078	SNUC5	0.985609794
2206	CAKI1	1.064514693
9949641	AGS	0.490672952
17756796	HCT116	1.126905877
1986	MDAMB231	1.309038438
21700	RCC10RGB	0.818025739
9911463	SW1990	1.292333066
71384	SW620	0.833727376
9549305	SNUC5	1.743987855
2145	CORL105	0.948157861
11712649	EFO27	0.66301629
71815	SJSA1	1.163529636
16490	RKO	0.783982747
119565	SF295	1.43586869
3958	EFO27	1.503668724
448799	NCIH838	0.426892228
24889392	OVTOKO	0.901249822
45375953	A673	0.467976612
5702094	HOS	1.292518942
5614	LN229	0.860393881
6230	HCT15	1.430544713
25260757	NCIH2347	0.559561351
236702	LOVO	2.306930827
2733526	PC3	1.343462895
25021165	RMGI	1.191469294
5478883	RKN	1.273863072
133076	SW948	1.286072374
11455910	NCIH1651	0.697689513
481747	SH4	0.869300295
5070	NCIH1651	0.964963909
25154867	NCIH28	1.353257652
10126189	MSTO211H	0.373103675
3331	RCC10RGB	1.168591826
2993	SF126	0.856853513
119565	MCF7	1.277390603
16490	MCF7	0.89343356
216345	NCIH1915	1.218045265
4078	ECGI10	1.070752167
4761	A549	0.894941113
6445562	JHH4	0.670353307
45375953	MDAMB231	0.666350271
2722	U2OS	0.896072285
2993	PC3	0.886521008
1549000	HCT116	0.874940779
11626560	HPAC	0.735615046
5702106	NCIH1915	1.299136539
11213558	HCT15	0.889959671
698112	COLO668	1.477336033
656765	NCIH2228	0.839330352
442872	CAKI1	1.351858375
5081913	CL34	0.667540135
26937	HCT116	1.395673871
9956637	CAKI1	0.854575904
11713159	MCF7	0.868092011
134778	MSTO211H	1.409405886
6436	EBC1	1.58885756
5991	SNU449	0.744289241
11647372	RVH421	0.863615859
44137675	MCF7	0.790851935
2753	CORL105	1.129804342
3151	A673	1.13755356
5311479	NCIH2228	1.001704845
44369694	RKO	0.703214002
5281787	SNU61	1.475738433
15951529	MSTO211H	1.223893583
6436135	CL34	1.027212302
4636	SNGM	0.852719579
5166	NCIH2347	0.862064004
2125	A375	0.951325966
12035	EBC1	1.421765383
52912189	HT1080	2.126868845
3958	SNU449	1.126884646
50515	ECGI10	0.970141073
25021165	LOVO	1.453622543
11213558	RCC10RGB	0.76355658
107751	CORL105	1.251669493
2585	SKUT1	0.842200726
3324	CL34	1.602715692
4431	NCIH2087	1.259705572
6914657	MDAMB231	0.851023672
6445562	AGS	0.843682823
374536	RKO	0.77911112
6604918	HT1080	0.851593377
47641	RKN	1.099482593
11455910	RKO	0.616473164
134778	HCC15	1.381418755
4369270	SNUC5	0.734268798
442872	NCIH838	1.285039926
65909	A673	1.24945326
9956637	SJSA1	0.879493722
1645	NCIH2087	1.0
71271629	NCIH28	0.869566973
444036	HCC15	1.026671006
1697	HCT15	0.845489116
44187362	NCIH2087	0.778679749
10427712	CORL23	1.159667619
2541	NCIH2087	1.179981676
10410894	YAPC	0.910959481
3101	ECGI10	0.392260655
9934347	HCC15	0.609689763
16736978	LOVO	0.747730916
4993	ECGI10	0.842253063
5354004	NCIH2228	0.971636653
12035	U2OS	1.138080809
47641	LN229	1.363651518
5329098	SNU61	0.962972979
448799	PANC0203	0.462697372
3292447	OSRC2	0.872615742
6918540	A549	1.189926077
132519	CAKI1	1.443697477
5534	NCIH1915	0.760715413
11317348	A673	1.096054031
46740	SKUT1	0.901286124
3324	PC3	1.300523004
10367662	PC3	0.815381083
2049	CORL105	0.865026143
1549000	NCIH2228	1.284353448
25154867	TE6	0.929331449
10184653	CAKI1	0.603825692
2315	HOS	1.204391338
46907787	NCIH28	1.359303452
2125	MCF7	0.910184058
3655	SW620	0.897379383
10367662	NCIH1915	1.08360361
2145	COLO668	1.0
25150857	NCIH2087	0.740922571
2159	SKUT1	0.925529344
44187362	OVTOKO	0.834062001
5029	HOS	0.967556261
54454	MDAMB231	0.808769159
9915743	NCIH1651	0.883225028
4055	NCIH2087	0.853221954
121926	SNU449	1.000317858
37463	HCC15	1.074905324
10427712	NCIH838	1.191504695
445643	SKUT1	0.957811657
2708	YAPC	1.033908375
24978538	SF126	0.47961407
17754438	SW620	1.251746483
3292447	A673	0.945893019
64981	JHH4	0.812312483
11713159	HCC15	0.848666433
9956637	MDAMB175VII	1.183669904
2206	YAPC	0.910724859
16720766	SH4	1.0
12555	NCIH2347	0.899788148
5702003	LOVO	0.750259521
4858	RKN	1.069531189
9549298	NCIH2228	0.958796057
5702003	RMGI	0.882950304
5330790	CL34	0.826043986
9811606	CORL105	1.403769534
151289	RKN	0.825647044
11640390	NCIH1651	1.0
24901704	MCF7	0.862077006
448042	A549	0.863613243
5281078	RMGI	1.157680588
3385203	SF126	0.890184417
33630	SF295	0.85490996
2577	SW948	1.0
9799509	HPAC	0.831453847
6473881	RKO	0.827649858
409805	TE6	1.094826899
25021165	SKUT1	1.120803081
60663	SH4	0.958744921
11640390	OSRC2	1.0
44462760	EFO27	0.965624489
6473883	COLO668	1.392964831
50287	SNU449	0.956679252
2763	PC3	0.946746336
123692	MDAMB175VII	1.41208491
5702228	RKN	0.842877264
11715767	LOVO	1.356185186
285033	TE8	0.592415327
5757	SNU61	1.561320553
5284616	HOS	0.435824616
49855250	HCT15	0.69659388
5328768	SKUT1	0.815140616
638024	AGS	1.038318612
122077	CAKI1	1.650968415
6473881	SF295	0.980555811
42642645	AGS	0.856435734
27924	NCIH2347	0.783237745
3921152	CAKI1	0.741445394
6604822	JHH4	0.943459215
938	MSTO211H	0.911218391
4622	TE8	0.906707023
10126189	HOS	0.128079157
5282168	YAPC	1.459516181
6918837	TE10	0.735421001
4174	NCIH28	1.092309623
6708465	SNGM	0.883145524
4684	TE10	1.513916315
107967	MCF7	1.180625839
2756	HCT15	0.966596183
46191454	NCIH2228	0.992221558
224246	SW948	0.958084971
13109	CAKI1	0.865376001
35802	RCC10RGB	0.782140351
11364421	SH4	0.590164317
6918508	HOS	0.749092512
46885626	HCT15	0.751873171
7638	SF126	0.985993927
462382	NCIH838	0.488508194
2482	TE6	0.921270323
23725625	OV7	1.346274466
5531	RMGI	1.373173948
9810884	SNU61	0.961183074
5905	MDAMB231	1.05827684
151289	SH4	0.88014606
3035714	NCIH1651	0.714987727
6918508	MDAMB231	1.424417329
5327723	HPAC	1.358115228
11715767	TE6	0.852146454
2391	HCT116	0.887260373
60663	YAPC	0.934525869
11713159	SJSA1	0.958551381
9914412	SW620	0.875398147
2913	SNU449	1.072460139
4369270	LOVO	0.736531506
44607360	HCC15	0.826444743
5702041	PC3	0.55798971
5311221	TE10	0.949030685
5282230	EFO27	0.808309764
60149	CAKI1	1.075523595
5702095	EBC1	0.908939525
4996	CL34	0.876297584
24785538	PANC0203	0.832828017
126769	OVTOKO	0.984490958
5478883	SNUC5	0.898707953
16490	SKUT1	0.901770561
6918454	MSTO211H	0.761612583
11494412	A549	0.954767839
4493	RKN	1.436813225
2794	OSRC2	1.179144592
444732	RVH421	0.581881557
387447	NCIH838	0.692954687
9888590	HPAC	0.885309505
1548955	HCC15	0.967040565
38853	OVTOKO	1.288129282
657237	EFO27	0.910140003
5702031	PANC0203	1.024960475
25257557	MDAMB231	0.725654945
16736978	COLO668	1.025634914
1893	HCC15	1.100566636
3101	NCIH2228	0.488575048
5757	RCC10RGB	1.276687777
55245	CAKI1	0.854103845
4055	HOS	0.58982176
4045	LN229	0.621083322
5702048	HT1080	0.60015947
6604794	SW620	0.886769412
44483355	NCIH2087	1.526313905
5281718	TE6	0.735864104
753704	EBC1	0.947849817
30323	EFO27	0.820197836
10427712	SNUC5	1.28532685
2049	HOS	0.604192921
163844	PC3	0.970165512
2247	NCIH2228	1.139767325
26533	SF295	1.645727084
5328771	EFO27	1.089134302
107985	TE8	0.174138295
60854	A673	0.99994465
2585	HCT15	0.907635465
24360	HT1080	0.462917335
10184653	OSRC2	0.96505352
5353431	SW1990	0.95921567
5893	CORL23	1.008947968
11640390	NCIH2228	0.819765939
5702041	SKUT1	0.569862653
6604931	MDAMB231	0.899257481
2541	SW1990	0.936025465
4636	MSTO211H	0.872149781
3292447	PC3	0.998004692
9840324	CORL23	1.055952214
123692	U2OS	1.534774713
1400	U2OS	0.906403718
3610	HCT116	1.189821468
9803963	OV7	1.51731109
71815	RMGI	1.262213294
11626560	NCIH838	0.815714939
3033769	SF126	0.859559926
11228183	HCT15	0.979152084
16654980	TE6	0.731865871
1548943	CORL105	0.930367789
5702106	HPAC	0.879193968
5702048	MDAMB231	0.56442684
46191454	CORL23	0.506291961
11494412	SW948	1.0
9903786	RKO	0.903962338
9813758	SNU61	1.755157623
5281787	CORL23	1.356372412
9888590	SW1990	0.748289113
6399253	HCC15	1.231393867
44607360	HPAC	0.818825363
6604928	RKO	1.557883692
5070	NCIH28	0.970867287
65399	LN229	0.953885457
2708	OVTOKO	1.014954974
9868037	YAPC	0.873041614
25126798	OVTOKO	0.904931782
16722836	OVTOKO	0.859238666
2249	MSTO211H	1.329870522
9804992	HCC15	0.649889196
2812	PC3	1.201017519
445643	TE6	0.948782329
9926999	RKN	1.103360212
443943	NCIH1651	1.707168961
37463	HPAC	1.436747556
24826799	YAPC	0.855091769
6918454	SNGM	1.153769333
6230	HCC15	1.382526671
26533	HT1080	1.725653798
6918508	HUH7	1.009354006
11676786	SW1990	0.806441471
25260757	CORL23	0.779257819
42642645	A375	0.83376943
4261	A549	0.880751021
644241	NCIH2087	0.93223072
135411	TE10	0.748289729
4076092	NCIH838	1.405372592
285033	TE6	0.60367591
387447	LOVO	0.730440115
2153	HCT116	0.863865936
1548955	RVH421	0.914131427
24995524	SNGM	0.620575056
1549000	MDAMB231	1.03734182
6215	HCT15	1.337650461
60198	RCC10RGB	1.225972902
4045	NCIH2347	0.610405646
2375	HOS	1.048388642
11382492	NCIH2087	0.795686145
9826528	SF126	0.544270783
11338033	HOS	0.740111439
44483355	LN229	0.938418416
11647372	OVTOKO	0.707932382
44607360	RVH421	0.819799149
4636	RVH421	1.107972139
15951529	SW948	1.318922776
10607	EBC1	0.429252528
9549213	EFO27	0.743455331
5702095	LOVO	0.927880851
5546	HCC15	1.065177181
6914657	PC3	0.738915388
23725625	A375	0.824220209
5280805	SH4	0.87131373
5723	HCT15	0.837980613
72385	OVTOKO	1.235178876
2708	NCIH1915	0.880068876
2478	SW948	1.503761133
9549305	HCT15	0.975830149
253602	COLO668	0.670016286
9847023	SF126	0.856802172
57469	NCIH838	0.962204439
9933475	OVTOKO	0.837652637
42611257	NCIH838	0.995062737
9903786	NCIH2347	0.932255452
50287	RCC10RGB	0.931797946
6708465	HOS	0.798687788
133621	HCT15	0.894020925
10302451	A375	0.966495514
132519	ECGI10	1.110234089
4174	OVTOKO	0.951414479
60164	SJSA1	1.022821771
2812	EBC1	1.009879685
9927531	TE10	0.938481755
4883	NCIH1651	0.881446065
44462760	CAKI1	0.769044047
15478	RMGI	0.935657959
6419753	CL34	1.110954149
5283454	SNU449	1.199446639
9914412	ECGI10	0.836354362
11656518	SJSA1	1.216120272
9444	A375	0.905566535
2159	RKO	0.925521724
5283454	PANC0203	0.889925801
3676	YAPC	1.317875863
6419753	A673	1.319207774
443943	RMGI	1.181790952
13109	HCT15	1.013214247
5702164	HT1080	0.744802735
3062316	A549	0.660932775
5330790	SW620	0.818214727
5354004	SNU61	1.000442395
4849	LOVO	0.967522969
6918837	PC3	0.584385461
6604794	A549	0.951718573
2722	MSTO211H	0.759846726
4636	NCIH1915	0.968454913
9810884	CAKI1	1.686431969
6436	SW1990	1.206143847
9549298	SW948	0.926459813
56649450	TE6	0.680281844
57469	HCT116	0.962623234
175540	SNU61	1.542999711
121926	MDAMB231	0.876482626
25262965	SNU61	0.80526334
16759175	SJSA1	1.146036758
5311221	PANC0203	1.377925668
9811606	HCT15	1.301328358
445643	SF295	1.371297614
16759175	NCIH2087	1.105944234
25124816	SW620	0.894286085
97226	TE8	0.259831763
9915886	NCIH2228	1.186597218
10184653	SNU449	1.0
33613	AGS	1.202771571
25260757	SNGM	0.721098837
3718	LN229	0.846575993
3854666	TE8	1.490924455
1645	RVH421	1.0
5327723	HCT15	1.251688264
53232	CAKI1	0.919610282
9829523	CL34	0.733003375
2708	CAKI1	1.280273293
5281670	SW620	1.234920309
9952773	TE6	1.171841483
6127	YAPC	1.107350611
2123	NCIH1915	1.098158164
11676786	NCIH1651	1.0
5757	LOVO	1.709660966
26533	EBC1	1.344338743
156414	NCIH2347	0.968105831
9444	HCT15	1.0
56971	NCIH2347	1.148717156
11442891	ECGI10	0.399454303
25262965	SNU449	0.62055456
6197	COLO668	0.869126896
9803963	RKO	1.190305947
5288209	SW948	1.265169361
3151	NCIH838	1.152441127
6604931	RCC10RGB	0.854077597
9956637	SW948	1.052534013
9840324	COLO668	1.463778071
5281078	CAKI1	1.241328115
6445533	HCT116	0.563568134
6445533	SNGM	0.607072258
5362422	RKO	1.0
4477	SH4	0.911535525
50248	TE8	0.887765594
65399	HCT116	0.805600756
9956222	TE6	0.845045103
5702042	HCC15	0.653027196
4076092	CORL105	1.184537962
4431	OV7	1.121340235
224859	ECGI10	0.95183311
6918837	SKUT1	0.708250489
5311340	A673	0.87375178
133076	RKO	1.417553642
11228183	OV7	0.865125619
47641	YAPC	0.984668083
67361	HT1080	0.846854087
3038522	NCIH2228	1.139989735
4883	CORL105	0.829032028
6710614	RCC10RGB	0.923100492
46191454	HT1080	0.462434542
2585	RCC10RGB	0.992583333
4761	SJSA1	1.217759342
10367662	NCIH1651	0.876136576
5905	MSTO211H	0.83248987
21704	NCIH2347	0.954669919
4858	PANC0203	1.086733827
44607530	SNGM	0.882018333
11626560	NCIH2347	0.672977208
5330286	NCIH1915	1.0
5702058	CORL105	0.749845721
3718	TE6	0.832821731
10341154	NCIH2347	1.386076951
5327723	MDAMB231	1.135163422
11625818	JHH4	0.935716342
9865515	SF295	0.402807485
23725625	MDAMB231	0.942570809
16007391	U2OS	0.709053825
824226	NCIH2228	0.959134852
2733526	ECGI10	1.141133485
60663	A375	0.913943011
824226	SNGM	1.453869264
5702172	CORL105	0.959798118
2244	OSRC2	0.794245642
25183872	SF295	0.470894222
53232	SW948	1.605741539
3038522	EFO27	1.284304293
3655	ECGI10	1.191864129
5081913	SNGM	0.879965403
656765	MDAMB175VII	1.011011574
49836027	NCIH1651	0.649908912
11707110	MCF7	1.0
9949641	MSTO211H	0.418645641
3033769	SNU61	1.261010073
224859	EFO27	1.138633253
16747683	HPAC	0.818847809
236702	YAPC	1.384964227
5723	SW1990	0.999995919
44369694	CORL105	0.841871415
9804992	OV7	0.874004712
37463	OSRC2	1.277045165
60663	CL34	0.935384046
25260757	MSTO211H	0.616903184
2051	SF295	0.849580069
11667893	OVTOKO	0.913377825
